"('Description.java', 'org.junit.runner.Description', 'parseMethod', '(.*)\\((.*)\\)', 'test_approveForDeliveryTeam(aaron.test.test.ClaimsReceivedByMonitoringOfficerTest)')","[10756, 14104, 25197, 29944, 37281, 52605, 56385, 69062, 79447, 93837, 97401, 109286, 120090, 136348, 140344, 153813, 166045, 183704, 188024, 202681, 215637, 234230, 238766, 296951, 298753]"
"('FilenameHelper.java', 'com.porpoise.fsm.generator.FilenameHelper', 'parse', '.*?\\bclass (\\w+).*', 'package p;\n\nimport java.util.ArrayList;\nimport java.util.Collection;\nimport java.util.Collections;\nimport java.util.Iterator;\nimport java.util.LinkedList;\nimport java.util.List;\n\nimport com.google.common.base.Predicate;\nimport com.google.common.base.Predicates;\n\n/**\n * A holder for \'paths\' -- chains of transitions through the state machine\n */\npublic final class TransitionPaths implements Iterable<TransitionPath>\n{\n    private final Collection<TransitionPath> paths;\n\n    TransitionPaths()\n    {\n        this.paths = new ArrayList<TransitionPath>();\n    }\n\n    boolean add(final TransitionPath path)\n    {\n        if (!this.paths.contains(path))\n        {\n            return this.paths.add(path);\n        }\n        return false;\n    }\n \n    /** \n     * @return the paths\n     */\n    public Collection<TransitionPath> getPaths()\n    {\n        return Collections.unmodifiableCollection(this.paths);\n    }\n\n    /** \n     * get the path at index i\n     */\n    public TransitionPath getPath(final int i)\n    {\n        if (i < 0 || i > getPaths().size())\n        {\n            return null;\n        }\n        int index = 0;\n        for (final TransitionPath path : getPaths())\n        {\n            if (index == i)\n                return path;\n            index++;\n        }\n        return null;\n    }\n\n    /**\n     * return the shorted path. Multiple paths may exist with the same length\n     * \n     * @return the shorted path\n     */\n    public TransitionPath getShortestPath()\n    {\n        if (getPaths().isEmpty())\n            return null;\n        return getPathsAsSortedList().get(0);\n    }\n\n    /**\n     * @return a list of paths, shortest first\n     */\n    public List<TransitionPath> getPathsAsSortedList()\n    {\n        final LinkedList<TransitionPath> pathList = new LinkedList<TransitionPath>(getPaths());\n        Collections.sort(pathList);\n        return pathList;\n    }\n\n    /**\n     * @return the number of paths available between two states\n     */\n    public int size()\n    {\n        return this.paths.size();\n    }\n    \n    /**\n     * @return true if there are no paths between the two states\n     */\n    public boolean isEmpty()\n    {\n        return size() == 0;\n    }\n\n\n    /**\n     * @return the iterator\n     */\n    @Override\n    public Iterator<TransitionPath> iterator()\n    {\n        return getPathsAsSortedList().iterator();\n    }\n\n    /**\n     * @param names the name(s) of the transition(s) to include\n     * @return a {@link TransitionPaths} object which contains a subset of this paths object which contain the transition identified by the given name \n     */\n    public final TransitionPaths getPathsWithTransitions(final String ... names)\n    {\n        return filterPaths(PathFilters.byNames(names));\n    }\n\n    /**\n     * @name the name of the transition\n     * @return a {@link TransitionPaths} object which contains a subset of this paths object which does NOT contain the transition identified by the given name \n     */\n    public final TransitionPaths getPathsAvoidingTransitions(final String ... names)\n    {\n        final Predicate<TransitionPath> filter = PathFilters.byNames(names); \n        return filterPaths(Predicates.not(filter));\n    }\n    \n    /**\n     * @param filter the filter to apply to child paths\n     * @return a new TransitionPaths object which only contains TransitionPaths which match the given filter \n     */\n    public TransitionPaths filterPaths(final Predicate<TransitionPath> filter)\n    {\n        final TransitionPaths matchingPaths = new TransitionPaths();\n        for (final TransitionPath path : this)\n        {\n            if (filter.apply(path))\n            {\n                matchingPaths.add(path);\n            }\n        }\n        return matchingPaths;\n    }\n    \n    /**\n     * @return a string representation\n     */\n    @Override\n    public String toString()\n    {\n        final String newLine = String.format(""%n"");\n        final StringBuilder b = new StringBuilder();\n        for (final Object path : this.paths)\n        {\n            b.append(path).append(newLine);\n        }\n        return b.toString();\n    }\n    \n}')",[281637]
"('Description.java', 'org.junit.runner.Description', 'getClassName', '(.*)\\((.*)\\)', 'test_getStateForName(aaron.test.test.ClaimsReceivedByHeadOfDeliveryTest)')","[1412, 1436, 1460, 12523, 12554, 12585, 15871, 15902, 15933, 25797, 25821, 25845, 30090, 38168, 38198, 38228, 39149, 39177, 39205, 54600, 54635, 54670, 58380, 58415, 58450, 69762, 69790, 69818, 80274, 80302, 80330, 81189, 81215, 81241, 95718, 95751, 95784, 99282, 99315, 99348, 109936, 109962, 109988, 121037, 121069, 121101, 122084, 122114, 122144, 138457, 138494, 138531, 142453, 142490, 142527, 154563, 154593, 154623, 167082, 167117, 167152, 168228, 168261, 168294, 185984, 186024, 186064, 190304, 190344, 190384, 203506, 203539, 203572, 216734, 216771, 216808, 217946, 217981, 218016, 236624, 236666, 236708, 241160, 241202, 241244, 299893, 299933, 299973, 301177, 301219, 301261]"
"('FilenameHelper.java', 'com.porpoise.fsm.generator.FilenameHelper', 'parse', '.*?\\benum (\\w+).*', 'package aaron.test;\n\n/**\n * tests for ClaimsStateMachine\n */\npublic class ListenerAdapter implements StateListener \n{\n    private TransitionGuard entranceGuard;\n    private TransitionGuard exitGuard;\n\n    /**\n     * Default Constructor\n     */\n    public ListenerAdapter()\n    {\n        this(TransitionGuard.ok(), TransitionGuard.ok());\n    }\n\n    /**\n     * @param entrance the entrance guard\n     * @param exit the exit guard\n     */\n    public ListenerAdapter(final TransitionGuard entrance, final TransitionGuard exit)\n    {\n        if (entrance == null)\n        {\n            throw new NullPointerException(""entrance guard type cannot be null"");\n        }\n        if (exit == null)\n        {\n            throw new NullPointerException(""exit guard type cannot be null"");\n        }\n        this.entranceGuard = entrance;\n        this.exitGuard = exit;\n    }\n\n    /**\n     * @param transition\n     * @return \'continue\'\n     */\n    public TransitionGuard onExit(final Transition transition)\n    {\n        return this.exitGuard;\n    }\n\n    /**\n     * @param transition\n     * @return \'continue\'\n     */\n    public TransitionGuard onEnter(final Transition transition)\n    {\n        return this.entranceGuard;\n    }\n}\n')",[260458]
"('FilenameHelper.java', 'com.porpoise.fsm.generator.FilenameHelper', 'parse', '.*\\bpackage\\s+(.*?);.*', 'package p;\n\nimport java.io.PrintStream;\nimport java.util.ArrayList;\nimport java.util.Collections;\nimport java.util.List;\n\nimport com.google.common.base.Predicate;\n\n/**\n * A collection of useful implementations of StateListener\n */\npublic enum StateListeners \n{\n    ;//uninstantiable\n    \n    static class BlockEntryListener extends ListenerAdapter\n    {\n        private final Enum<?> reason;\n        public BlockEntryListener(final Enum<?> reason)\n        {\n            super(TransitionGuard.stopEventually(reason), TransitionGuard.ok());\n            this.reason = reason;\n        }\n        public BlockEntryListener()\n        {\n            this(null);\n        }\n\n        @Override\n        public String toString()\n        {\n            return String.format(""block entry (reason=%s)"", this.reason);\n        }\n    }\n\n    static class BlockExitListener extends ListenerAdapter\n    {\n        private final Enum<?> reason;\n        public BlockExitListener(final Enum<?> reason)\n        {\n            super(TransitionGuard.ok(), TransitionGuard.stopEventually(reason));\n            this.reason = reason;\n        }\n        public BlockExitListener()\n        {\n            this(null);\n        }\n\n        @Override\n        public String toString()\n        {\n            return String.format(""block exit (reason=%s)"", this.reason);\n        }\n    }\n\n    /**\n     */\n    public static RecordingListener recordingListener()\n    {\n        return new RecordingListener();\n    }\n\n    /**\n     * a listener which records the transitions\n     */\n    public static class RecordingListener extends ListenerAdapter\n    {\n        private final List<Transition> enterTransitions = new ArrayList<Transition>();\n        private final List<Transition> exitTransitions  = new ArrayList<Transition>();\n\n        @Override\n        public TransitionGuard onExit(final Transition transition)\n        {\n            this.exitTransitions.add(transition);\n            return TransitionGuard.ok();\n        }\n\n        @Override\n        public TransitionGuard onEnter(final Transition transition)\n        {\n            this.enterTransitions.add(transition);\n            return TransitionGuard.ok();\n        }\n\n        /**\n         * @return the exit transitions\n         */\n        public List<Transition> getExitTransitions()\n        {\n            return Collections.unmodifiableList(this.exitTransitions);\n        }\n\n        /**\n         * @return the enter transitions\n         */\n        public List<Transition> getEnterTransitions()\n        {\n            return Collections.unmodifiableList(this.enterTransitions);\n        }\n\n        @Override\n        public String toString()\n        {\n            return ""recording listener"";\n        }\n    }\n\n    /**\n     */\n    public static class EchoListener extends ListenerAdapter\n    {\n        private final PrintStream out;\n\n        public EchoListener(final PrintStream outStream)\n        {\n            if (outStream == null)\n            {\n                throw new NullPointerException();\n            }\n            this.out = outStream;\n        }\n\n        @Override\n        public TransitionGuard onEnter(final Transition transition)\n        {\n            this.out.println(String.format(""enter \'%s\' via \'%s\'"", transition.getTarget().getName(), transition.getName()));\n            return TransitionGuard.ok();\n        }\n\n        @Override\n        public TransitionGuard onExit(final Transition transition)\n        {\n            this.out.println(String.format(""exit \'%s\' via \'%s\'"", transition.getSource().getName(), transition.getName()));\n            return TransitionGuard.ok();\n        }\n        @Override\n        public String toString()\n        {\n            return ""echo listener"";\n        }\n    }\n\n    public static EchoListener echoListener(final PrintStream out)\n    {\n        return new EchoListener(out);\n    }\n\n    /**\n     * @return the registered listener\n     */\n    public static StateListener blockEntryListener()\n    {\n        return blockEntryListener(null);\n    }\n\n    /**\n     * @return the registered listener\n     */\n    public static StateListener blockEntryListener(final Enum<?> reason)\n    {\n        return new BlockEntryListener(reason);\n    }\n\n    /**\n     * @return the listener\n     */\n    public static StateListener blockExitListener()\n    {\n        return blockExitListener(null);\n    }\n\n    /**\n     * @return the listener\n     */\n    public static StateListener blockExitListener(final Enum<?> reason)\n    {\n        return new BlockExitListener(reason);\n    }\n\n    /**\n     * @param state\n     *            the state to match\n     * @return a predicate which will return true for transitions whos target state matches the given state\n     */\n    public static Predicate<Transition> targetStateEquals(final State state)\n    {\n        if (state == null)\n        {\n            throw new NullPointerException(""state cannot be null"");\n        }\n        return new Predicate<Transition>() {\n\n            @Override\n            public boolean apply(final Transition value)\n            {\n                return value.getTarget().equals(state);\n            }\n        };\n    }\n\n    /**\n     * @param state\n     *            the state to match\n     * @return a predicate which will return true for transitions whos source state matches the given state\n     */\n    public static Predicate<Transition> sourceStateEquals(final State state)\n    {\n        if (state == null)\n        {\n            throw new NullPointerException(""state cannot be null"");\n        }\n        return new Predicate<Transition>() {\n\n            @Override\n            public boolean apply(final Transition value)\n            {\n                return value.getSource().equals(state);\n            }\n        };\n    }\n\n    /**\n     * @param the reason\n     * @return the registered listener\n     */\n    public static StateListener blockEntry(final State state, final Enum<?> reason)\n    {\n        final StateListener listener = filter(targetStateEquals(state), blockEntryListener(reason));\n        return listener;\n    }\n\n    /**\n     * @param the reason\n     * @return the registered listener\n     */\n    public static StateListener blockExit(final State state, final Enum<?> reason)\n    {\n        final StateListener listener = filter(sourceStateEquals(state), blockExitListener(reason));\n        return listener;\n    }\n\n    /**\n     * @param filter\n     *            the filter to apply to the given listener\n     * @param listener\n     *            the listener to wrap\n     * @return the wrapped listener\n     */\n    public static ConditionalStateListener filter(final Predicate<Transition> filter, final StateListener listener)\n    {\n        return new ConditionalStateListener(filter, listener);\n    }\n\n    /**\n     * @param listeners\n     *            the listeners to treat as a single group\n     * @return the grouped listener\n     */\n    public static GroupStateListener group(final StateListener... listeners)\n    {\n        return new GroupStateListener(listeners);\n    }\n\n    /**\n     * @param listeners\n     *            the listeners to treat as a single group\n     * @return the group listener which you can turn on and off\n     */\n    public static ConditionalStateListener group(final Predicate<Transition> predicate, final StateListener... listeners)\n    {\n        return filter(predicate, group(listeners));\n    }\n }')",[284736]
"('FilenameHelper.java', 'com.porpoise.fsm.generator.FilenameHelper', 'parse', '.*?\\bclass (\\w+).*', 'package aaron.test.test;\n\nimport java.util.List;\nimport java.util.concurrent.atomic.AtomicBoolean;\n\nimport aaron.test.*;\nimport aaron.test.TransitionGuard.Reasons;\nimport aaron.test.StateListeners.RecordingListener;\nimport org.junit.*;\n\nimport com.google.common.base.Predicate;\n\n/**\n * tests for ClaimsPaymentRejected\n */\npublic class ClaimsPaymentRejectedTest extends AbstractClaimsTest\n{\n    /**\n     * test the state machine can move into the \'ClaimsPaymentRejected\' state\n     */\n    @Test\n    public void test_executeToClaimsPaymentRejected()\n    {\n        Assert.assertNotNull(moveToClaimsPaymentRejected());\n    }\n\n    /**\n     * test the state machine retrieves the correct when given the state name for \'paymentRejected\' \n     */\n    @Test\n    public void test_getStateForName()\n    {\n        final ClaimsStateMachine fsm = newStateMachine();\n        final String name =fsm.paymentRejected().getName();\n        Assert.assertEquals(fsm.paymentRejected(), fsm.getStateForName(name));\n    }\n\n    /**\n     * @return a state machine instance in the paymentRejected state\n     */\n    final ClaimsPaymentRejected moveToClaimsPaymentRejected()\n    {\n        final ClaimsStateMachine fsm = newStateMachine();\n        final ClaimsPaymentRejected paymentRejected = fsm.paymentRejected();\n\n        // call the method under test\n        fsm.executeToState(paymentRejected);\n\n        Assert.assertSame(paymentRejected, fsm.getCurrentState());\n        Assert.assertEquals(paymentRejected.getName(), fsm.getCurrentStateName());\n        \n        return paymentRejected;\n    }\n\n    \n    @Test\n    public void test_getPathBetweenClaimsPaymentRejectedAndClaimsReadyForPayment()\n    {\n\n        final ClaimsPaymentRejected paymentRejected = moveToClaimsPaymentRejected();\n        final ClaimsStateMachine fsm = paymentRejected.getStateMachine();\n        Assert.assertEquals(""precondition failed: we be in state: \'paymentRejected\'"", paymentRejected, fsm.getCurrentState());\n\n        final TransitionPaths paths = paymentRejected.getPaths(fsm.readyForPayment());\n        Assert.assertNotNull(paths);\n\n        /**\n         * at first disallow the transition\n         */\n        final AtomicBoolean allowTransition = new AtomicBoolean(false);\n        final Predicate<Transition> logic = new Predicate<Transition>() {\n            @Override\n            public boolean apply(final Transition value)\n            {\n                return allowTransition.get();\n            }\n        };\n        final TransitionListener listener = TransitionListeners.blockOnTrue(logic,Reasons.NO_REASON_GIVEN);\n        paymentRejected.registerResubmitForPaymentListener(listener);\n\n        // call the method under test\n        final TransitionPath path = paths.getShortestPath();\n        Assert.assertFalse(path.execute().isSuccess());\n\n        Assert.assertEquals(""we should still be in the same state: \'paymentRejected\'"", paymentRejected, fsm.getCurrentState());\n\n        /**\n         * now allow the transition\n         */\n        allowTransition.set(true);\n        Assert.assertTrue(path.execute().isSuccess());\n        Assert.assertEquals(fsm.readyForPayment(), fsm.getCurrentState());\n    }\n    \n    /**\n     * test the \'resubmitForPayment\' transition \n     */\n    @Test\n    public void test_resubmitForPayment()\n    {\n        final ClaimsPaymentRejected paymentRejected = moveToClaimsPaymentRejected();\n        final ClaimsStateMachine fsm = paymentRejected.getStateMachine();\n\n        //\n        // add a generate (state-machine wide) and state-specific listener\n        //\n        final RecordingListener generalListener = fsm.registerListener(StateListeners.recordingListener());\n        final RecordingListener stateSpecificListener = StateListeners.recordingListener();\n        paymentRejected.registerListener(stateSpecificListener);\n\n        \n        // call the method under test\n        paymentRejected.resubmitForPayment();\n\n        //\n        // assert the current state is now ClaimsReadyForPayment\n        //\n        Assert.assertEquals(fsm.readyForPayment(), fsm.getCurrentState());\n        Assert.assertEquals(fsm.readyForPayment().getName(), fsm.getCurrentStateName());\n\n        //\n        // assert the general state listener was called\n        //\n        {\n            final List<Transition> enterTransitions = generalListener.getEnterTransitions();\n            Assert.assertEquals(1, enterTransitions.size());\n            Assert.assertEquals(TransitionClaimsResubmitForPayment.NAME, enterTransitions.get(0).getName());\n        }\n\n        //\n        // assert the specific state listener was called\n        //\n        final List<Transition> enterTransitions = stateSpecificListener.getEnterTransitions();\n        Assert.assertEquals(1, enterTransitions.size());\n        Assert.assertEquals(TransitionClaimsResubmitForPayment.NAME, enterTransitions.get(0).getName());\n        \n        // remove listeners\n        Assert.assertTrue(fsm.unregisterListener(generalListener));\n        Assert.assertTrue(paymentRejected.unregisterListener(stateSpecificListener));\n    }\n\n    /**\n     * test the \'ClaimsPaymentRejected\' can be moved into the ClaimsReadyForPayment state\n     */\n    @Test\n    public void test_moveToClaimsReadyForPayment()\n    {\n        final ClaimsPaymentRejected paymentRejected = moveToClaimsPaymentRejected();\n        final ClaimsStateMachine fsm = paymentRejected.getStateMachine();\n        paymentRejected.getPaths(fsm.readyForPayment());\n        \n    }\n}\n')",[269737]
"('Description.java', 'org.junit.runner.Description', 'parseMethod', '(.*)\\((.*)\\)', 'com.porpoise.fsm.model.StateTest')","[311, 32220, 74730, 114685, 160124, 209372]"
"('FilenameHelper.java', 'com.porpoise.fsm.generator.FilenameHelper', 'parse', '.*\\bpackage\\s+(.*?);.*', 'package aaron.test;\n\n/**\n *\n */\npublic class TransitionClaimsSubmitToDeliveryTeam extends AbstractTransition<ClaimsNotReceived, ClaimsReceivedByDeliveryTeam>\n{\n    /**\n     * the transition name\n     */\n    public final static String NAME = ""submit to delivery team"";\n\n    TransitionClaimsSubmitToDeliveryTeam(final ClaimsNotReceived from, final ClaimsReceivedByDeliveryTeam to) \n    {\n        super(from, to);\n    }\n    \n    /**\n     * @return the name\n     */\n    @Override\n    public String getName()\n    {\n        return NAME;\n    }\n}\n')",[266177]
"('Description.java', 'org.junit.runner.Description', 'parseMethod', '(.*)\\((.*)\\)', 'test_getStateForName(aaron.test.test.ClaimsReadyForPaymentTest)')","[1154, 7780, 11500, 23949, 29631, 35584, 36567, 49245, 53445, 67606, 77864, 78781, 90669, 94629, 107934, 118279, 119328, 132796, 137236, 152253, 164063, 165211, 179864, 184664, 200965, 213541, 214755, 230198, 235238, 293433, 294715]"
"('FilenameHelper.java', 'com.porpoise.fsm.generator.FilenameHelper', 'parse', '.*?\\benum (\\w+).*', 'package p;\n\nimport java.util.ArrayList;\nimport java.util.Collections;\nimport java.util.List;\n\nimport com.google.common.base.Predicate;\nimport com.google.common.base.Predicates;\n\n/**\n * A collection of useful implementations of TransitionListener\n */\npublic enum TransitionListeners \n{\n    ;//uninstantiable\n\n    /**\n     * a listener which records the transitions\n     */\n    public static class RecordingTransitionListener implements TransitionListener\n    {\n        private final List<Transition> transitions = new ArrayList<Transition>();\n\n        @Override\n        public TransitionGuard onTransition(final Transition transition)\n        {\n            this.transitions.add(transition);\n            return TransitionGuard.ok();\n        }\n\n        /**\n         * @return the enter transitions\n         */\n        public List<Transition> getTransitions()\n        {\n            return Collections.unmodifiableList(this.transitions);\n        }\n    }\n    \n    private static class BlockingListener implements TransitionListener\n    {\n        private final Enum<?> reason;\n        public BlockingListener(final Enum<?> reasonValue)\n        {\n            this.reason = reasonValue;\n        }\n    \n        @Override\n        public TransitionGuard onTransition(final Transition transition)\n        {\n            return TransitionGuard.stopEventually(this.reason);\n        }\n    }\n    \n    private static TransitionListener BLOCKING_INSTANCE = new BlockingListener(null); \n\n    /**\n     * @return a new recording transition listener\n     */\n    public static RecordingTransitionListener recordingListener()\n    {\n        return new RecordingTransitionListener();\n    }\n    /**\n     * @return a listener which returns @{code TransitionGuard.stopEventually()}\n     */\n    public static TransitionListener blockingListener()\n    {\n        return BLOCKING_INSTANCE;\n    }\n    /**\n     * @return a listener which returns @{code TransitionGuard.stopEventually()}\n     */\n    public static TransitionListener blockingListener(final Enum<?> reason)\n    {\n        return new BlockingListener(reason);\n    }\n    \n    /**\n     * @return a listener which disallows transitions when the given condition returns false\n     */\n    public static TransitionListener blockOnFalse(final Predicate<Transition> condition, final Enum<?> reason)\n    {\n        final TransitionListener delegate = TransitionListeners.blockingListener(reason);\n        final TransitionListener listener = filter(condition, delegate);\n        return listener;\n    }\n\n    /**\n     * @param condition\n     *            the condition (predicate) used to evaluate whether or not the given listener should be invoked\n     * @param delegate\n     *            the listener to invoke when the condition returns true\n     * @return the conditional listener which wraps the given listener\n     */\n    public static ConditionalTransitionListener filter(final Predicate<Transition> condition, final TransitionListener delegate)\n    {\n        final ConditionalTransitionListener listener = new ConditionalTransitionListener(condition, delegate);\n        return listener;\n    }    \n    /**\n     * @return a listener which disallows transitions when the given condition returns true\n     */\n    public static TransitionListener blockOnTrue(final Predicate<Transition> condition, final Enum<?> reason)\n    {\n        return blockOnFalse(Predicates.not(condition), reason);\n    }\n\n }')",[278553]
"('FilenameHelper.java', 'com.porpoise.fsm.generator.FilenameHelper', 'parse', '.*\\bpackage\\s+(.*?);.*', 'package p;\n\nimport java.util.concurrent.atomic.AtomicBoolean;\n\nimport com.google.common.base.Predicate;\n\n/**\n * A PredicateToggle provides a means for toggling a {@link Predicate}\n */\npublic final class PredicateToggle\n{\n    private final AtomicBoolean     enabled;\n    private final Predicate<Object> predicate;\n\n    private PredicateToggle(final boolean firstValue)\n    {\n        this.enabled = new AtomicBoolean(firstValue);\n        this.predicate = new Predicate<Object>() {\n            @Override\n            public boolean apply(final Object value)\n            {\n                return isEnabled();\n            }\n\n            @Override\n            public String toString()\n            {\n                return String.format(""Toggle %b"", Boolean.valueOf(isEnabled()));\n            }\n        };\n    }\n\n    /**\n     * @return a new enabled toggle\n     */\n    public static PredicateToggle on()\n    {\n        return new PredicateToggle(true);\n    }\n\n    /**\n     * @return a new disabled toggle\n     */\n    public static PredicateToggle off()\n    {\n        return new PredicateToggle(false);\n    }\n\n    /**\n     * enable the toggle\n     * \n     * @return true if this method call changed the toggle value\n     */\n    public boolean enable()\n    {\n        return this.enabled.compareAndSet(false, true);\n    }\n\n    /**\n     * disable the toggle\n     * \n     * @return true if this method call changed the toggle value\n     */\n    public boolean disable()\n    {\n        return this.enabled.compareAndSet(true, false);\n    }\n\n    /**\n     * switch the toggle value - going from off to on or from on to off.\n     */\n    public void toggle()\n    {\n        this.enabled.set(!isEnabled());\n    }\n\n    /**\n     * @return true if the toggle is currently enabled\n     */\n    public boolean isEnabled()\n    {\n        return this.enabled.get();\n    }\n\n    /**\n     * @return a transition filter representing the current state of the toggle\n     */\n    @SuppressWarnings(""unchecked"")\n    public <T> Predicate<T> predicate()\n    {\n        return (Predicate<T>) this.predicate;\n    }\n}\n')",[280618]
"('FilenameHelper.java', 'com.porpoise.fsm.generator.FilenameHelper', 'parse', '.*?\\benum (\\w+).*', 'package p;\n\nimport java.util.ArrayList;\nimport java.util.Collection;\nimport java.util.Collections;\n\n/**\n * <p>\n * state transitions are checked using guard conditions. There may be state exit conditions, transition conditions, and state enter\n * conditions. Each of these conditions will return a {@link TransitionGuard}, signaling if the state transition should be allowed to continue.\n * If all guards allow the transition to continue, then a state transition will take place. However, a guard condition may signal that the\n * state transition should not continue, either stopping immediately or stop once the remaining transition listeners are notified.\n * </p>\n * <p>\n * In addition to controlling the state transitions, a transition guard may also specify a \'reason\' should the guard not allow processing.\n * The reason can be a generic {@link Enum} type. If no reason is given then {@link #getReason()} will return\n * {@link Reasons#NO_REASON_GIVEN}.\n * </p>\n */\npublic class TransitionGuard\n{\n    /**\n     * Default \'stop\' Reasons\n     */\n    public enum Reasons\n    {\n        NO_REASON_GIVEN,//\n        ALREADY_IN_TARGET_STATE, // \n        TARGET_STATE_UNREACHABLE;\n    }\n\n    /**\n     * This enumeration allows listeners to notify the state machine whether or not it should continue processing. Using this mechanism we\n     * avoid listeners having to throw exceptions for process flow.\n     */\n    public enum Type\n    {\n        /**\n        *\n        */\n        CONTINUE\n        {\n            @Override\n            boolean continueProcessingInternal()\n            {\n                return true;\n            }\n\n            @Override\n            boolean stopInternal()\n            {\n                return false;\n            }\n        }, //\n        /**\n        *\n        */\n        STOP_IMMEDIATELY\n        {\n            @Override\n            boolean continueProcessingInternal()\n            {\n                return false;\n            }\n\n            @Override\n            boolean stopInternal()\n            {\n                return true;\n            }\n        }, //\n        /**\n        *\n        */\n        STOP_AFTER_PROCESSING_REMAINING_LISTENERS\n        {\n            @Override\n            boolean continueProcessingInternal()\n            {\n                return false;\n            }\n\n            @Override\n            boolean stopInternal()\n            {\n                return false;\n            }\n        }\n\n        ;//\n\n        abstract boolean continueProcessingInternal();\n\n        boolean continueProcessing()\n        {\n            final boolean result = continueProcessingInternal();\n            if (!result)\n            {\n                StateLog.trace(""asked to stop eventually"");\n            }\n            return result;\n        }\n\n        abstract boolean stopInternal();\n\n        boolean stop()\n        {\n            final boolean result = stopInternal();\n            if (result)\n            {\n                StateLog.trace(""asked to stop immediately"");\n            }\n            return result;\n        }\n    }\n\n    private final Type    type;\n    private final Enum<?> reason;\n\n    /**\n     * @return the type\n     */\n    public Type getType()\n    {\n        return this.type;\n    }\n\n    /**\n     * @return the reason, or {@link Reasons#NO_REASON_GIVEN} if no reason was specified\n     */\n    public Enum<?> getReason()\n    {\n        return this.reason == null ? Reasons.NO_REASON_GIVEN : this.reason;\n    }\n    \n    /**\n     * @return the reason as a collection\n     */\n    final  Collection<Enum<?>> getReasons()\n    {\n        if (this.reason == null)\n        {\n            return Collections.emptyList();\n        }\n        final Collection<Enum<?>> reasons = new ArrayList<Enum<?>>();\n        reasons.add(getReason());\n        return reasons;\n    }\n    public TransitionGuard(final Type t, final Enum<?> reasonValue)\n    {\n        this.type = t;\n        this.reason = reasonValue;\n    }\n\n    /**\n     * return a collection of reasons given for any stopping guards given.\n     * If all guards are of type \'continue\' then an empty collection is returned. \n     * @return a collection of reason enumerations for the given guards\n     */\n    static Collection<Enum<?>> filterReasons(final TransitionGuard... guards)\n    {\n        Collection<Enum<?>> reasons = null;\n        for (final TransitionGuard guard : guards)\n        {\n            if (!guard.continueProcessing())\n            {\n                if (reasons == null)\n                {\n                    reasons = new ArrayList<Enum<?>>();\n                }\n                reasons.add(guard.getReason());\n            }\n        }\n        if (reasons == null)\n        {\n            reasons = Collections.emptyList();\n        }\n\n        return reasons;\n    }\n\n    private static final TransitionGuard GUARD_CONTINUE         = new TransitionGuard(Type.CONTINUE, null);\n    private static final TransitionGuard GUARD_STOP_IMMIDIATELY = new TransitionGuard(Type.STOP_IMMEDIATELY, null);\n    private static final TransitionGuard GUARD_STOP_EVENTUALLY  = new TransitionGuard(Type.STOP_AFTER_PROCESSING_REMAINING_LISTENERS, null);\n\n    /**\n     * @return true if the transition should stop\n     */\n    public boolean stop()\n    {\n        return this.type.stop();\n    }\n\n    /**\n     * @return true if the transition should continue\n     */\n    public boolean continueProcessing()\n    {\n        return this.type.continueProcessing();\n    }\n\n    /**\n     * @return a generic \'continue\' transition guard\n     */\n    public static TransitionGuard ok()\n    {\n        return GUARD_CONTINUE;\n    }\n\n    /**\n     * @return a generic stop immediately transition guard\n     */\n    public static TransitionGuard stopImmediately()\n    {\n        return GUARD_STOP_IMMIDIATELY;\n    }\n\n    /**\n     * @param reason\n     * @return a generic stop eventually transition guard\n     */\n    public static TransitionGuard stopImmediately(final Enum<?> stopReason)\n    {\n        return new TransitionGuard(Type.STOP_IMMEDIATELY, stopReason);\n    }\n\n    /**\n     * @return a generic stop eventually transition guard\n     */\n    public static TransitionGuard stopEventually()\n    {\n        return GUARD_STOP_EVENTUALLY;\n    }\n\n    /**\n     * @param reason\n     * @return a generic stop eventually transition guard\n     */\n    public static TransitionGuard stopEventually(final Enum<?> stopReason)\n    {\n        return new TransitionGuard(Type.STOP_AFTER_PROCESSING_REMAINING_LISTENERS, stopReason);\n    }\n    \n    /**\n     * @return the string representation\n     */\n    @Override\n    public String toString()\n    {\n        return String.format(""%s [%s]"", this.type, this.reason);\n    }\n}\n')",[281174]
"('Description.java', 'org.junit.runner.Description', 'parseMethod', '(.*)\\((.*)\\)', 'aaron.test.test.ClaimsReadyForPaymentTest')","[1130, 36539, 78755, 119298, 165178, 214720]"
"('FilenameHelper.java', 'com.porpoise.fsm.generator.FilenameHelper', 'parse', '.*?\\bclass (\\w+).*', 'package aaron.test;\n\nimport java.util.ArrayList;\nimport java.util.Collection;\nimport java.util.List;\n\n\n/**\n *\n */\npublic class ClaimsPaymentComplete extends AbstractClaimsState \n{\n    /**\n     * the state name\n     */\n    public static final String NAME = ""Payment Complete"";\n\n    \n    /**\n     * @param fsm\n     */\n    ClaimsPaymentComplete(final ClaimsStateMachine fsm)\n    {\n        super(fsm);\n    }\n\n    @Override\n    Collection<Transition> initialiseTransitions()\n    {\n         final List<Transition> allTransitions = new ArrayList<Transition>();\n\n        return allTransitions;    \n    }\n    \n\n    /**\n     * @return the state name\n     */\n    @Override\n    public String getName()\n    {\n        return NAME;\n    }\n}\n')",[267636]
