"('Description.java', 'org.junit.runner.Description', 'methodAndClassNamePatternGroupOrDefault', '(.*)\\((.*)\\)', 'com.banana.solutions.farming.signup.SignupControllerTest')","[169, 1773116]"
"('ReflectionUtils.java', 'org.springframework.util.ReflectionUtils', 'isCglibRenamedMethod', 'CGLIB\\$(.+)\\$\\d+', 'CGLIB$templateResolver$2')","[301513, 304632, 307751, 310870, 313989, 317108, 320227, 323346, 326465, 329584, 332703, 335822, 338941, 342060, 345179, 348298, 351417, 354536, 357655, 360774, 363893, 367012, 370131, 373250, 376369, 379488, 382607, 385726, 388845, 391964, 395083, 398202, 401321, 404440, 434623, 437742, 440861, 443980, 447099, 450218, 453337, 456456, 459575, 462694, 465813, 468932, 472051, 475170, 478289, 481408, 484527, 487646, 490765, 493884, 497003, 500122, 503241, 506360, 509479, 512598, 515717, 518836, 521955, 525074, 528193, 531312, 534431, 537550, 582177, 587090, 592003, 596916, 601829, 606742, 611655, 616568, 621481, 626394, 631307, 636220, 641133, 646046, 650959, 655872, 660785, 665698, 670611, 675524, 680437, 685350, 690263, 695176, 700089, 705002, 709915, 714828, 719741, 724654, 729567, 734480, 739393, 799954, 806583, 813212, 819841, 826470, 833099, 839728, 846357, 852986, 859615, 866244, 872873, 879502, 886131, 892760, 899389, 906018, 912647, 919276, 925905, 932534, 939163, 945792, 952421, 959050, 965679, 972308, 978937, 985566, 992195, 998824, 1005453, 1071366, 1079165, 1086964, 1094763, 1102562, 1110361, 1118160, 1125959, 1133758, 1141557, 1149356, 1157155, 1164954, 1172753, 1180552, 1188351, 1196150, 1203949, 1211748, 1219547, 1227346, 1235145, 1242944, 1250743, 1258542, 1266341, 1274140, 1281939, 1289738, 1297537, 1305336, 1313135, 1428624, 1431743, 1434862, 1437981, 1441100, 1444219, 1447338, 1450457, 1453576, 1456695, 1459814, 1462933, 1466052, 1469171, 1472290, 1475409, 1478528, 1481647, 1484766, 1487885, 1491004, 1494123, 1497242, 1500361, 1503480, 1506599, 1509718, 1512837, 1515956, 1519075, 1522194, 1525313, 1546252, 1549313, 1552412, 1555453, 1558514, 1561613, 1564654, 1567715, 1570814, 1573855, 1576916, 1580015, 1583056, 1586117, 1589216, 1592257, 1595318, 1598417, 1601458, 1604519, 1607618, 1610659, 1613720, 1616819, 1619860, 1622921, 1626020, 1629061, 1632122, 1635221, 1638262, 1641323, 1644422, 1647463, 1650524, 1653623, 1656664, 1659725, 1662824, 1665865, 1668926, 1672025, 1675066, 1678127, 1681226, 1684267, 1687328, 1690427, 1702288, 1706655, 1711022, 1715389, 1719756, 1724123, 1728490, 1732857, 1737224, 1741591, 1745958, 1750325, 1754692, 1759059, 1763426, 1767793]"
"('ReflectionUtils.java', 'org.springframework.util.ReflectionUtils', 'isCglibRenamedMethod', 'CGLIB\\$(.+)\\$\\d+', 'CGLIB$httpRequestHandlerAdapter$31')","[301240, 304359, 307478, 310597, 313716, 316835, 319954, 323073, 326192, 329311, 332430, 335549, 338668, 341787, 344906, 348025, 351144, 354263, 357382, 360501, 363620, 366739, 369858, 372977, 376096, 379215, 382334, 385453, 388572, 391691, 394810, 397929, 401048, 404167, 434350, 437469, 440588, 443707, 446826, 449945, 453064, 456183, 459302, 462421, 465540, 468659, 471778, 474897, 478016, 481135, 484254, 487373, 490492, 493611, 496730, 499849, 502968, 506087, 509206, 512325, 515444, 518563, 521682, 524801, 527920, 531039, 534158, 537277, 581743, 586656, 591569, 596482, 601395, 606308, 611221, 616134, 621047, 625960, 630873, 635786, 640699, 645612, 650525, 655438, 660351, 665264, 670177, 675090, 680003, 684916, 689829, 694742, 699655, 704568, 709481, 714394, 719307, 724220, 729133, 734046, 738959, 799366, 805995, 812624, 819253, 825882, 832511, 839140, 845769, 852398, 859027, 865656, 872285, 878914, 885543, 892172, 898801, 905430, 912059, 918688, 925317, 931946, 938575, 945204, 951833, 958462, 965091, 971720, 978349, 984978, 991607, 998236, 1004865, 1070673, 1078472, 1086271, 1094070, 1101869, 1109668, 1117467, 1125266, 1133065, 1140864, 1148663, 1156462, 1164261, 1172060, 1179859, 1187658, 1195457, 1203256, 1211055, 1218854, 1226653, 1234452, 1242251, 1250050, 1257849, 1265648, 1273447, 1281246, 1289045, 1296844, 1304643, 1312442, 1428351, 1431470, 1434589, 1437708, 1440827, 1443946, 1447065, 1450184, 1453303, 1456422, 1459541, 1462660, 1465779, 1468898, 1472017, 1475136, 1478255, 1481374, 1484493, 1487612, 1490731, 1493850, 1496969, 1500088, 1503207, 1506326, 1509445, 1512564, 1515683, 1518802, 1521921, 1525040, 1545986, 1549040, 1552146, 1555187, 1558241, 1561347, 1564388, 1567442, 1570548, 1573589, 1576643, 1579749, 1582790, 1585844, 1588950, 1591991, 1595045, 1598151, 1601192, 1604246, 1607352, 1610393, 1613447, 1616553, 1619594, 1622648, 1625754, 1628795, 1631849, 1634955, 1637996, 1641050, 1644156, 1647197, 1650251, 1653357, 1656398, 1659452, 1662558, 1665599, 1668653, 1671759, 1674800, 1677854, 1680960, 1684001, 1687055, 1690161, 1701903, 1706270, 1710637, 1715004, 1719371, 1723738, 1728105, 1732472, 1736839, 1741206, 1745573, 1749940, 1754307, 1758674, 1763041, 1767408]"
"('ReflectionUtils.java', 'org.springframework.util.ReflectionUtils', 'isCglibRenamedMethod', 'CGLIB\\$(.+)\\$\\d+', 'setConfigurers')","[106540, 107229, 107918, 108607, 109296, 109985, 191228, 191917, 192606, 193295, 193984, 194673, 277307, 278517, 279727, 280937, 282147, 283357, 410417, 411627, 412837, 414047, 415257, 416467, 544033, 545933, 547833, 549733, 551633, 553533, 748662, 751222, 753782, 756342, 758902, 1022412, 1025422, 1028432, 1031442, 1406064, 1408912, 1411664, 1414512]"
"('UrlUtils.java', 'org.springframework.security.web.util.UrlUtils', 'isAbsoluteUrl', '\\A[a-z0-9.+-]+://.*', '/signin')",[1771563]
"('UrlUtils.java', 'org.springframework.security.web.util.UrlUtils', 'isAbsoluteUrl', '\\A[a-z0-9.+-]+://.*', '/')",[1771277]
"('ReflectionUtils.java', 'org.springframework.util.ReflectionUtils', 'isCglibRenamedMethod', 'CGLIB\\$(.+)\\$\\d+', 'toString')","[104546, 105065, 105584, 106103, 106786, 107475, 108164, 108853, 109542, 110231, 110834, 111431, 112028, 112625, 113222, 113819, 114494, 115169, 115844, 116519, 117194, 117869, 118544, 119219, 121257, 123301, 125345, 127389, 129433, 131477, 133521, 135565, 137609, 139653, 141697, 143741, 145785, 147829, 149873, 151917, 153961, 156005, 158049, 160093, 162137, 164181, 166225, 168269, 170313, 172357, 174401, 176445, 178489, 180533, 182577, 184621, 186665, 188709, 189234, 189753, 190272, 190791, 191474, 192163, 192852, 193541, 194230, 194919, 195522, 196119, 196716, 197313, 197910, 198507, 199182, 199857, 200532, 201207, 201882, 202557, 203232, 203907, 205945, 207989, 210033, 212077, 214121, 216165, 218209, 220253, 222297, 224341, 226385, 228429, 230473, 232517, 234561, 236605, 238649, 240693, 242737, 244781, 246825, 248869, 250913, 252957, 255001, 257045, 259089, 261133, 263177, 265221, 267265, 269309, 271353, 273397, 273922, 274441, 275395, 276355, 277559, 278769, 279979, 281189, 282399, 283609, 284731, 285847, 286963, 288079, 289195, 290311, 291583, 292855, 294127, 295399, 296671, 297943, 299215, 300487, 303600, 306719, 309838, 312957, 316076, 319195, 322314, 325433, 328552, 331671, 334790, 337909, 341028, 344147, 347266, 350385, 353504, 356623, 359742, 362861, 365980, 369099, 372218, 375337, 378456, 381575, 384694, 387813, 390932, 394051, 397170, 400289, 403408, 406527, 407044, 407551, 408505, 409465, 410669, 411879, 413089, 414299, 415509, 416719, 417841, 418957, 420073, 421189, 422305, 423421, 424693, 425965, 427237, 428509, 429781, 431053, 432325, 433597, 436710, 439829, 442948, 446067, 449186, 452305, 455424, 458543, 461662, 464781, 467900, 471019, 474138, 477257, 480376, 483495, 486614, 489733, 492852, 495971, 499090, 502209, 505328, 508447, 511566, 514685, 517804, 520923, 524042, 527161, 530280, 533399, 536518, 539637, 541017, 542529, 544423, 546323, 548223, 550123, 552023, 553923, 555689, 557449, 559209, 560969, 562729, 564489, 566497, 568505, 570513, 572521, 574529, 576537, 578545, 580553, 585460, 590373, 595286, 600199, 605112, 610025, 614938, 619851, 624764, 629677, 634590, 639503, 644416, 649329, 654242, 659155, 664068, 668981, 673894, 678807, 683720, 688633, 693546, 698459, 703372, 708285, 713198, 718111, 723024, 727937, 732850, 737763, 742676, 744590, 746630, 749184, 751744, 754304, 756864, 759424, 761806, 764182, 766558, 768934, 771310, 773686, 776062, 778774, 781486, 784198, 786910, 789622, 792334, 795046, 797758, 804381, 811010, 817639, 824268, 830897, 837526, 844155, 850784, 857413, 864042, 870671, 877300, 883929, 890558, 897187, 903816, 910445, 917074, 923703, 930332, 936961, 943590, 950219, 956848, 963477, 970106, 976735, 983364, 989993, 996622, 1003251, 1009880, 1012350, 1015190, 1017620, 1020020, 1023024, 1026034, 1029044, 1032054, 1034856, 1037652, 1040448, 1043244, 1046436, 1049628, 1052820, 1056012, 1059204, 1062396, 1065588, 1068780, 1076573, 1084372, 1092171, 1099970, 1107769, 1115568, 1123367, 1131166, 1138965, 1146764, 1154563, 1162362, 1170161, 1177960, 1185759, 1193558, 1201357, 1209156, 1216955, 1224754, 1232553, 1240352, 1248151, 1255950, 1263749, 1271548, 1279347, 1287146, 1294945, 1302744, 1310543, 1318342, 1321496, 1324872, 1328636, 1406586, 1409530, 1412186, 1415130, 1416462, 1417422, 1418694, 1419966, 1421238, 1422510, 1423782, 1425054, 1426326, 1427598, 1430711, 1433830, 1436949, 1440068, 1443187, 1446306, 1449425, 1452544, 1455663, 1458782, 1461901, 1465020, 1468139, 1471258, 1474377, 1477496, 1480615, 1483734, 1486853, 1489972, 1493091, 1496210, 1499329, 1502448, 1505567, 1508686, 1511805, 1514924, 1518043, 1521162, 1524281, 1527400, 1528348, 1529302, 1530244, 1531484, 1532750, 1533996, 1535236, 1536502, 1537748, 1538988, 1540254, 1541500, 1542740, 1544006, 1545252, 1548287, 1551400, 1554447, 1557488, 1560601, 1563648, 1566689, 1569802, 1572849, 1575890, 1579003, 1582050, 1585091, 1588204, 1591251, 1594292, 1597405, 1600452, 1603493, 1606606, 1609653, 1612694, 1615807, 1618854, 1621895, 1625008, 1628055, 1631096, 1634209, 1637256, 1640297, 1643410, 1646457, 1649498, 1652611, 1655658, 1658699, 1661812, 1664859, 1667900, 1671013, 1674060, 1677101, 1680214, 1683261, 1686302, 1689415, 1692462, 1693710, 1695494, 1697278, 1699062, 1700846, 1705207, 1709574, 1713941, 1718308, 1722675, 1727042, 1731409, 1735776, 1740143, 1744510, 1748877, 1753244, 1757611, 1761978, 1766345, 1770712]"
"('ReflectionUtils.java', 'org.springframework.util.ReflectionUtils', 'isCglibRenamedMethod', 'CGLIB\\$(.+)\\$\\d+', 'CGLIB$STATICHOOK3')","[274837, 275797, 407947, 408907, 540137, 541649, 743402, 745442, 1016222, 1018622, 1415904, 1416864, 1527804, 1528744, 1529700, 1692928]"
"('AntPathMatcher.java', 'org.springframework.util.AntPathMatcher$AntPathStringMatcher', 'matchStrings', '\\Qsignup\\E', 'signup')",[1771845]
"('ReflectionUtils.java', 'org.springframework.util.ReflectionUtils', 'isCglibRenamedMethod', 'CGLIB\\$(.+)\\$\\d+', 'CGLIB$transactionInterceptor$2')","[277147, 278357, 279567, 280777, 281987, 283197, 410257, 411467, 412677, 413887, 415097, 416307, 543781, 545681, 547581, 549481, 551381, 553281, 748322, 750882, 753442, 756002, 758562, 1022012, 1025022, 1028032, 1031042, 1405724, 1408508, 1411324, 1414108]"
"('AntPathMatcher.java', 'org.springframework.util.AntPathMatcher$AntPathStringMatcher', 'matchStrings', '.*\\Q.class\\E', 'signin')","[23973, 58164, 92355, 1381162]"
"('ReflectionUtils.java', 'org.springframework.util.ReflectionUtils', 'isCglibRenamedMethod', 'CGLIB\\$(.+)\\$\\d+', 'configureHandlerExceptionResolvers')","[120971, 123015, 125059, 127103, 129147, 131191, 133235, 135279, 137323, 139367, 141411, 143455, 145499, 147543, 149587, 151631, 153675, 155719, 157763, 159807, 161851, 163895, 165939, 167983, 170027, 172071, 174115, 176159, 178203, 180247, 182291, 184335, 186379, 188423, 205659, 207703, 209747, 211791, 213835, 215879, 217923, 219967, 222011, 224055, 226099, 228143, 230187, 232231, 234275, 236319, 238363, 240407, 242451, 244495, 246539, 248583, 250627, 252671, 254715, 256759, 258803, 260847, 262891, 264935, 266979, 269023, 271067, 273111, 303307, 306426, 309545, 312664, 315783, 318902, 322021, 325140, 328259, 331378, 334497, 337616, 340735, 343854, 346973, 350092, 353211, 356330, 359449, 362568, 365687, 368806, 371925, 375044, 378163, 381282, 384401, 387520, 390639, 393758, 396877, 399996, 403115, 406234, 436417, 439536, 442655, 445774, 448893, 452012, 455131, 458250, 461369, 464488, 467607, 470726, 473845, 476964, 480083, 483202, 486321, 489440, 492559, 495678, 498797, 501916, 505035, 508154, 511273, 514392, 517511, 520630, 523749, 526868, 529987, 533106, 536225, 539344, 585006, 589919, 594832, 599745, 604658, 609571, 614484, 619397, 624310, 629223, 634136, 639049, 643962, 648875, 653788, 658701, 663614, 668527, 673440, 678353, 683266, 688179, 693092, 698005, 702918, 707831, 712744, 717657, 722570, 727483, 732396, 737309, 742222, 803773, 810402, 817031, 823660, 830289, 836918, 843547, 850176, 856805, 863434, 870063, 876692, 883321, 889950, 896579, 903208, 909837, 916466, 923095, 929724, 936353, 942982, 949611, 956240, 962869, 969498, 976127, 982756, 989385, 996014, 1002643, 1009272, 1075860, 1083659, 1091458, 1099257, 1107056, 1114855, 1122654, 1130453, 1138252, 1146051, 1153850, 1161649, 1169448, 1177247, 1185046, 1192845, 1200644, 1208443, 1216242, 1224041, 1231840, 1239639, 1247438, 1255237, 1263036, 1270835, 1278634, 1286433, 1294232, 1302031, 1309830, 1317629, 1430418, 1433537, 1436656, 1439775, 1442894, 1446013, 1449132, 1452251, 1455370, 1458489, 1461608, 1464727, 1467846, 1470965, 1474084, 1477203, 1480322, 1483441, 1486560, 1489679, 1492798, 1495917, 1499036, 1502155, 1505274, 1508393, 1511512, 1514631, 1517750, 1520869, 1523988, 1527107, 1548001, 1551107, 1554161, 1557202, 1560308, 1563362, 1566403, 1569509, 1572563, 1575604, 1578710, 1581764, 1584805, 1587911, 1590965, 1594006, 1597112, 1600166, 1603207, 1606313, 1609367, 1612408, 1615514, 1618568, 1621609, 1624715, 1627769, 1630810, 1633916, 1636970, 1640011, 1643117, 1646171, 1649212, 1652318, 1655372, 1658413, 1661519, 1664573, 1667614, 1670720, 1673774, 1676815, 1679921, 1682975, 1686016, 1689122, 1692176, 1704802, 1709169, 1713536, 1717903, 1722270, 1726637, 1731004, 1735371, 1739738, 1744105, 1748472, 1752839, 1757206, 1761573, 1765940, 1770307]"
"('AntPathMatcher.java', 'org.springframework.util.AntPathMatcher$AntPathStringMatcher', 'matchStrings', '.*\\Q.class\\E', 'SignupForm.class')","[25817, 60008, 94199, 1385211]"
"('AntPathMatcher.java', 'org.springframework.util.AntPathMatcher$AntPathStringMatcher', 'matchStrings', '.*\\Q.class\\E', 'SecurityConfig.class')","[29557, 63748, 97939, 1393424]"
"('AntPathMatcher.java', 'org.springframework.util.AntPathMatcher$AntPathStringMatcher', 'matchStrings', '.*\\Q.class\\E', 'ExceptionHandler.class')","[10962, 45153, 79344, 1352590]"
"('AntPathMatcher.java', 'org.springframework.util.AntPathMatcher$AntPathStringMatcher', 'matchStrings', '.*\\Q.class\\E', 'error')","[11586, 45777, 79968, 1353970]"
"('ReflectionUtils.java', 'org.springframework.util.ReflectionUtils', 'isCglibRenamedMethod', 'CGLIB\\$(.+)\\$\\d+', 'setBeanFactory')","[274720, 275680, 276640, 277850, 279060, 280270, 281480, 282690, 283900, 285016, 286132, 287248, 288364, 289480, 290596, 291868, 293140, 294412, 295684, 296956, 298228, 299500, 300772, 303891, 307010, 310129, 313248, 316367, 319486, 322605, 325724, 328843, 331962, 335081, 338200, 341319, 344438, 347557, 350676, 353795, 356914, 360033, 363152, 366271, 369390, 372509, 375628, 378747, 381866, 384985, 388104, 391223, 394342, 397461, 400580, 403699, 407830, 408790, 409750, 410960, 412170, 413380, 414590, 415800, 417010, 418126, 419242, 420358, 421474, 422590, 423706, 424978, 426250, 427522, 428794, 430066, 431338, 432610, 433882, 437001, 440120, 443239, 446358, 449477, 452596, 455715, 458834, 461953, 465072, 468191, 471310, 474429, 477548, 480667, 483786, 486905, 490024, 493143, 496262, 499381, 502500, 505619, 508738, 511857, 514976, 518095, 521214, 524333, 527452, 530571, 533690, 536809, 539951, 541463, 542975, 544875, 546775, 548675, 550575, 552475, 554375, 556135, 557895, 559655, 561415, 563175, 564935, 566943, 568951, 570959, 572967, 574975, 576983, 578991, 580999, 585912, 590825, 595738, 600651, 605564, 610477, 615390, 620303, 625216, 630129, 635042, 639955, 644868, 649781, 654694, 659607, 664520, 669433, 674346, 679259, 684172, 689085, 693998, 698911, 703824, 708737, 713650, 718563, 723476, 728389, 733302, 738215, 743150, 745190, 747230, 749790, 752350, 754910, 757470, 760030, 762406, 764782, 767158, 769534, 771910, 774286, 776662, 779374, 782086, 784798, 787510, 790222, 792934, 795646, 798358, 804987, 811616, 818245, 824874, 831503, 838132, 844761, 851390, 858019, 864648, 871277, 877906, 884535, 891164, 897793, 904422, 911051, 917680, 924309, 930938, 937567, 944196, 950825, 957454, 964083, 970712, 977341, 983970, 990599, 997228, 1003857, 1010490, 1012994, 1015925, 1018325, 1020725, 1023735, 1026745, 1029755, 1032765, 1035561, 1038357, 1041153, 1043949, 1047141, 1050333, 1053525, 1056717, 1059909, 1063101, 1066293, 1069485, 1077284, 1085083, 1092882, 1100681, 1108480, 1116279, 1124078, 1131877, 1139676, 1147475, 1155274, 1163073, 1170872, 1178671, 1186470, 1194269, 1202068, 1209867, 1217666, 1225465, 1233264, 1241063, 1248862, 1256661, 1264460, 1272259, 1280058, 1287857, 1295656, 1303455, 1311254, 1319069, 1322319, 1325747, 1404632, 1407208, 1410232, 1412808, 1415787, 1416747, 1417707, 1418979, 1420251, 1421523, 1422795, 1424067, 1425339, 1426611, 1427883, 1431002, 1434121, 1437240, 1440359, 1443478, 1446597, 1449716, 1452835, 1455954, 1459073, 1462192, 1465311, 1468430, 1471549, 1474668, 1477787, 1480906, 1484025, 1487144, 1490263, 1493382, 1496501, 1499620, 1502739, 1505858, 1508977, 1512096, 1515215, 1518334, 1521453, 1524572, 1527690, 1528627, 1529586, 1530522, 1531763, 1533034, 1534274, 1535515, 1536786, 1538026, 1539267, 1540538, 1541778, 1543019, 1544290, 1545530, 1548572, 1551690, 1554731, 1557773, 1560891, 1563932, 1566974, 1570092, 1573133, 1576175, 1579293, 1582334, 1585376, 1588494, 1591535, 1594577, 1597695, 1600736, 1603778, 1606896, 1609937, 1612979, 1616097, 1619138, 1622180, 1625298, 1628339, 1631381, 1634499, 1637540, 1640582, 1643700, 1646741, 1649783, 1652901, 1655942, 1658984, 1662102, 1665143, 1668185, 1671303, 1674344, 1677386, 1680504, 1683545, 1686587, 1689705, 1692763, 1694107, 1695891, 1697675, 1699459, 1701243, 1705610, 1709977, 1714344, 1718711, 1723078, 1727445, 1731812, 1736179, 1740546, 1744913, 1749280, 1753647, 1758014, 1762381, 1766748]"
"('ReflectionUtils.java', 'org.springframework.util.ReflectionUtils', 'isCglibRenamedMethod', 'CGLIB\\$(.+)\\$\\d+', 'templateEngine')","[119615, 121659, 123703, 125747, 127791, 129835, 131879, 133923, 135967, 138011, 140055, 142099, 144143, 146187, 148231, 150275, 152319, 154363, 156407, 158451, 160495, 162539, 164583, 166627, 168671, 170715, 172759, 174803, 176847, 178891, 180935, 182979, 185023, 187067, 204303, 206347, 208391, 210435, 212479, 214523, 216567, 218611, 220655, 222699, 224743, 226787, 228831, 230875, 232919, 234963, 237007, 239051, 241095, 243139, 245183, 247227, 249271, 251315, 253359, 255403, 257447, 259491, 261535, 263579, 265623, 267667, 269711, 271755, 301903, 305022, 308141, 311260, 314379, 317498, 320617, 323736, 326855, 329974, 333093, 336212, 339331, 342450, 345569, 348688, 351807, 354926, 358045, 361164, 364283, 367402, 370521, 373640, 376759, 379878, 382997, 386116, 389235, 392354, 395473, 398592, 401711, 404830, 435013, 438132, 441251, 444370, 447489, 450608, 453727, 456846, 459965, 463084, 466203, 469322, 472441, 475560, 478679, 481798, 484917, 488036, 491155, 494274, 497393, 500512, 503631, 506750, 509869, 512988, 516107, 519226, 522345, 525464, 528583, 531702, 534821, 537940, 582797, 587710, 592623, 597536, 602449, 607362, 612275, 617188, 622101, 627014, 631927, 636840, 641753, 646666, 651579, 656492, 661405, 666318, 671231, 676144, 681057, 685970, 690883, 695796, 700709, 705622, 710535, 715448, 720361, 725274, 730187, 735100, 740013, 800794, 807423, 814052, 820681, 827310, 833939, 840568, 847197, 853826, 860455, 867084, 873713, 880342, 886971, 893600, 900229, 906858, 913487, 920116, 926745, 933374, 940003, 946632, 953261, 959890, 966519, 973148, 979777, 986406, 993035, 999664, 1006293, 1072356, 1080155, 1087954, 1095753, 1103552, 1111351, 1119150, 1126949, 1134748, 1142547, 1150346, 1158145, 1165944, 1173743, 1181542, 1189341, 1197140, 1204939, 1212738, 1220537, 1228336, 1236135, 1243934, 1251733, 1259532, 1267331, 1275130, 1282929, 1290728, 1298527, 1306326, 1314125, 1429014, 1432133, 1435252, 1438371, 1441490, 1444609, 1447728, 1450847, 1453966, 1457085, 1460204, 1463323, 1466442, 1469561, 1472680, 1475799, 1478918, 1482037, 1485156, 1488275, 1491394, 1494513, 1497632, 1500751, 1503870, 1506989, 1510108, 1513227, 1516346, 1519465, 1522584, 1525703, 1546632, 1549703, 1552792, 1555833, 1558904, 1561993, 1565034, 1568105, 1571194, 1574235, 1577306, 1580395, 1583436, 1586507, 1589596, 1592637, 1595708, 1598797, 1601838, 1604909, 1607998, 1611039, 1614110, 1617199, 1620240, 1623311, 1626400, 1629441, 1632512, 1635601, 1638642, 1641713, 1644802, 1647843, 1650914, 1654003, 1657044, 1660115, 1663204, 1666245, 1669316, 1672405, 1675446, 1678517, 1681606, 1684647, 1687718, 1690807, 1702838, 1707205, 1711572, 1715939, 1720306, 1724673, 1729040, 1733407, 1737774, 1742141, 1746508, 1750875, 1755242, 1759609, 1763976, 1768343]"
"('ReflectionUtils.java', 'org.springframework.util.ReflectionUtils', 'isCglibRenamedMethod', 'CGLIB\\$(.+)\\$\\d+', 'configureDataSource')","[110516, 111113, 111710, 112307, 112904, 113501, 195204, 195801, 196398, 196995, 197592, 198189, 284368, 285484, 286600, 287716, 288832, 289948, 417478, 418594, 419710, 420826, 421942, 423058, 555119, 556879, 558639, 560399, 562159, 563919, 761038, 763414, 765790, 768166, 770542, 772918, 775294, 1011546, 1014242, 1033953, 1036749, 1039545, 1042341, 1320449, 1323771, 1327391]"
"('AntPathMatcher.java', 'org.springframework.util.AntPathMatcher$AntPathStringMatcher', 'matchStrings', '.*\\Q.class\\E', 'WebAppConfigurationAware.class')","[8494, 42685, 76876, 1347161]"
"('LinkExpression.java', 'org.thymeleaf.standard.expression.LinkExpression', 'parseLink', '^\\s*\\@\\{(.+?)\\}\\s*$', '@{/signup}')",[1772256]
"('UrlUtils.java', 'org.springframework.security.web.util.UrlUtils', 'isAbsoluteUrl', '\\A[a-z0-9.+-]+://.*', 'http://localhost/signin')",[1771624]
"('AntPathMatcher.java', 'org.springframework.util.AntPathMatcher$AntPathStringMatcher', 'matchStrings', '\\Qcom\\E', 'com')","[858, 1438, 2074, 2710, 3346, 3974, 4598, 5178, 5806, 6430, 7010, 7646, 8282, 8910, 9534, 10114, 10750, 11378, 12002, 12582, 13218, 13854, 14490, 15118, 15742, 16366, 16946, 17574, 18198, 18778, 19369, 20017, 20665, 21305, 21933, 22557, 23137, 23765, 24389, 24969, 25605, 26233, 26857, 27437, 28073, 28709, 29345, 29981, 30617, 31253, 31889, 32525, 33161, 33797, 34425, 35049, 35629, 36265, 36901, 37537, 38165, 38789, 39369, 39997, 40621, 41201, 41837, 42473, 43101, 43725, 44305, 44941, 45569, 46193, 46773, 47409, 48045, 48681, 49309, 49933, 50557, 51137, 51765, 52389, 52969, 53560, 54208, 54856, 55496, 56124, 56748, 57328, 57956, 58580, 59160, 59796, 60424, 61048, 61628, 62264, 62900, 63536, 64172, 64808, 65444, 66080, 66716, 67352, 67988, 68616, 69240, 69820, 70456, 71092, 71728, 72356, 72980, 73560, 74188, 74812, 75392, 76028, 76664, 77292, 77916, 78496, 79132, 79760, 80384, 80964, 81600, 82236, 82872, 83500, 84124, 84748, 85328, 85956, 86580, 87160, 87751, 88399, 89047, 89687, 90315, 90939, 91519, 92147, 92771, 93351, 93987, 94615, 95239, 95819, 96455, 97091, 97727, 98363, 98999, 99635, 100271, 100907, 101543, 102179, 102807, 1330390, 1331663, 1333055, 1334447, 1335839, 1337223, 1338603, 1339876, 1341260, 1342640, 1343913, 1345305, 1346697, 1348081, 1349461, 1350734, 1352126, 1353510, 1354890, 1356163, 1357555, 1358947, 1360339, 1361723, 1363103, 1364483, 1365756, 1367140, 1368520, 1369793, 1371077, 1372481, 1373885, 1375281, 1376665, 1378045, 1379318, 1380702, 1382082, 1383355, 1384747, 1386131, 1387511, 1388784, 1390176, 1391568, 1392960, 1394352, 1395744, 1397136, 1398528, 1399920, 1401312, 1402704, 1404088]"
