"('SegmentInfo.java', 'org.apache.lucene.index.SegmentInfo', 'checkFileNames', '_[a-z0-9]+(_.*)?\\..*', '_7_Lucene50_0.doc')",[950225]
"('PDFTextStripper.java', 'org.apache.pdfbox.util.PDFTextStripper', 'matchPattern', '\\d+\\)', '7')","[25552, 147783, 283755, 420261, 570257]"
"('PDFTextStripper.java', 'org.apache.pdfbox.util.PDFTextStripper', 'matchPattern', '[A-Z]\\.', 'N')","[101440, 112960, 113440, 120640, 223671, 235191, 235671, 242871, 359643, 371163, 371643, 378843, 496149, 507669, 508149, 515349, 646145, 657665, 658145, 665345]"
"('PDFTextStripper.java', 'org.apache.pdfbox.util.PDFTextStripper', 'matchPattern', '[IVXL]+\\.', 'W')","[42112, 42592, 46432, 57952, 82432, 86272, 164343, 164823, 168663, 180183, 204663, 208503, 300315, 300795, 304635, 316155, 340635, 344475, 436821, 437301, 441141, 452661, 477141, 480981, 586817, 587297, 591137, 602657, 627137, 630977]"
"('SegmentInfo.java', 'org.apache.lucene.index.SegmentInfo', 'checkFileNames', '_[a-z0-9]+(_.*)?\\..*', '_0_Lucene54_0.dvm')","[14380, 263421, 277669, 549848, 564171, 699844, 714225, 716635, 717380, 717735, 718090, 734784, 735468, 736118, 736374, 737024, 757687, 758175, 759081, 759534, 760440, 782945, 783503, 783956, 784409, 784862, 786123, 787538, 790391, 791808, 792083, 792518, 793098, 793938, 794213, 794648, 811811, 815680, 815904, 816544, 816899, 835911, 836308, 836761, 837214, 837667, 840733, 841088, 841443, 858243, 861043, 861398, 861753, 862108, 877192, 879550, 879825, 880615, 880970, 897403, 897758, 900116, 900471, 901101, 921351, 921706, 922061, 922416, 922833, 942372, 944730, 945085, 945360, 945795, 966144, 966499, 966854, 967209, 967484, 984209, 984564, 984919, 985274, 985629, 1001524, 1001879, 1002269, 1002624, 1003689]"
"('PackagePartName.java', 'org.apache.poi.openxml4j.opc.PackagePartName', 'isRelationshipPartURI', '^.*/_rels/.*\\.rels$', '/docProps/_rels/app.xml.rels')","[410601, 410657, 546806, 546862, 696802, 696858]"
"('PDFTextStripper.java', 'org.apache.pdfbox.util.PDFTextStripper', 'matchPattern', '[a-z]\\)', 'M')","[51664, 60784, 173895, 183015, 309867, 318987, 446373, 455493, 596369, 605489]"
"('Settings.java', 'org.elasticsearch.common.settings.Settings$Builder', 'removeNonArraysFieldsIfNewSettingsContainsFieldAsArray', '(.*)\\.\\d+$', 'index.number_of_replicas')","[926, 1376, 1822, 2320, 4752, 5202, 5648, 6146, 8578, 9028, 9474, 9972, 12440, 12650, 12770, 12980, 13115, 13355, 13512, 13708, 13840, 14080, 141184, 141380, 141512, 141787, 264296, 264746, 265192, 265690, 268122, 268572, 269018, 269516, 271948, 272398, 272844, 273342, 275729, 275939, 276059, 276269, 276404, 276644, 276801, 276997, 277129, 277369, 413662, 413858, 414025, 414265, 550798, 551248, 551694, 552192, 554624, 555074, 555520, 556018, 558450, 558900, 559346, 559844, 562231, 562441, 562561, 562771, 562906, 563146, 563303, 563499, 563631, 563871, 700821, 701271, 701717, 702215, 704647, 705097, 705543, 706041, 708473, 708923, 709369, 709867, 712254, 712464, 712584, 712794, 712929, 713169, 713315, 713511, 713678, 713918, 714774, 714970, 715787, 716027, 716247, 716443, 720167, 720617, 721063, 721561, 723993, 724443, 724889, 725387, 727819, 728269, 728715, 729213, 731600, 731810, 731930, 732140, 732275, 732515, 732879, 733293, 733460, 733700, 733885, 734081, 734213, 734453, 742658, 743108, 743554, 744052, 746484, 746934, 747380, 747878, 750310, 750760, 751206, 751704, 754091, 754301, 754421, 754631, 754766, 755006, 755152, 755348, 756352, 756592, 756812, 757008, 757175, 757415, 765028, 765478, 765924, 766422, 768854, 769304, 769750, 770248, 772680, 773130, 773576, 774074, 776461, 776671, 776791, 777001, 777136, 777376, 777496, 777706, 777826, 778036, 778156, 778366, 778486, 778696, 778873, 779069, 779201, 779441, 780564, 780760, 780872, 781068, 781180, 781376, 781508, 781748, 781883, 782123, 782258, 782533, 786976, 787172, 788107, 788347, 788567, 788763, 790940, 791136, 791268, 791508, 798407, 798857, 799303, 799801, 802233, 802683, 803129, 803627, 806059, 806509, 806955, 807453, 809840, 810050, 810170, 810380, 810515, 810755, 810901, 811097, 811229, 811469, 812173, 812369, 812501, 812741, 814286, 814482, 814614, 814854, 820041, 820491, 820937, 821435, 823867, 824317, 824763, 825261, 827693, 828143, 828589, 829087, 831474, 831684, 831804, 832014, 832149, 832389, 832509, 832719, 832839, 833049, 833215, 833455, 834224, 834420, 834552, 834792, 835043, 835239, 835406, 835646, 838465, 838813, 839499, 839739, 839955, 840151, 844839, 845289, 845735, 846233, 848665, 849115, 849561, 850059, 852491, 852941, 853387, 853885, 856272, 856482, 856602, 856812, 856947, 857187, 857333, 857529, 857661, 857901, 859259, 859455, 859840, 860080, 860265, 860461, 863830, 864280, 864726, 865224, 867656, 868106, 868552, 869050, 871482, 871932, 872378, 872876, 875263, 875473, 875593, 875803, 875938, 876178, 876324, 876520, 876652, 876892, 877685, 877881, 878702, 878942, 879127, 879323, 883979, 884429, 884875, 885373, 887805, 888255, 888701, 889199, 891631, 892081, 892527, 893025, 895412, 895622, 895742, 895952, 896087, 896327, 896473, 896669, 896801, 897041, 898905, 899101, 899268, 899508, 899693, 899889, 906304, 906754, 907200, 907698, 910130, 910580, 911026, 911524, 913956, 914406, 914852, 915350, 917737, 917947, 918067, 918277, 918412, 918652, 919445, 919641, 920023, 920263, 920483, 920679, 920811, 921051, 929010, 929460, 929906, 930404, 932836, 933286, 933732, 934230, 936662, 937112, 937558, 938056, 940443, 940653, 940773, 940983, 941118, 941358, 941504, 941700, 941832, 942072, 943083, 943279, 943882, 944122, 944307, 944503, 951567, 952017, 952463, 952961, 955393, 955843, 956289, 956787, 959219, 959669, 960115, 960613, 963000, 963210, 963330, 963540, 963675, 963915, 964715, 964911, 965296, 965536, 965721, 965917, 968844, 969294, 969740, 970238, 972670, 973120, 973566, 974064, 976496, 976946, 977392, 977890, 980277, 980487, 980607, 980817, 980952, 981192, 981338, 981534, 981666, 981906, 982780, 982976, 983326, 983566, 983786, 983982, 986905, 987340, 987771, 988252, 990607, 991042, 991473, 991954, 994309, 994744, 995175, 995656, 997970, 998180, 998300, 998510, 998645, 998885, 999685, 999881, 1000231, 1000471, 1000691, 1000887, 1001019, 1001259]"
"('ContentType.java', 'org.apache.poi.openxml4j.opc.internal.ContentType', '<init>', '^([\\x21-\\x7E&&[^\\(\\)<>@,;:\\\\/""\\[\\]\\?={}\\x20\\x09]]+)/([\\x21-\\x7E&&[^\\(\\)<>@,;:\\\\/""\\[\\]\\?={}\\x20\\x09]]+)$', 'application/vnd.openxmlformats-officedocument.wordprocessingml.document.main+xml')","[405602, 405647, 541807, 541852, 691803, 691848]"
"('PDFTextStripper.java', 'org.apache.pdfbox.util.PDFTextStripper', 'matchPattern', '[ivxl]+\\.', '3')","[23920, 24400, 146151, 146631, 282123, 282603, 418629, 419109, 568625, 569105]"
"('PDFTextStripper.java', 'org.apache.pdfbox.util.PDFTextStripper', 'matchPattern', '[IVXL]+\\.', 'O')","[136672, 258903, 394875, 531381, 681377]"
"('Description.java', 'org.junit.runner.Description', 'methodAndClassNamePatternGroupOrDefault', '([\\s\\S]*)\\((.*)\\)', 'testImapPlainScenarioOnceNoFirstRun(de.saly.elasticsearch.imap.RiverPopImapTestCase)')","[181, 544, 742538]"
"('PDFTextStripper.java', 'org.apache.pdfbox.util.PDFTextStripper', 'matchPattern', '\\d+\\)', '4')","[24592, 146823, 282795, 419301, 569297]"
"('Description.java', 'org.junit.runner.Description', 'methodAndClassNamePatternGroupOrDefault', '([\\s\\S]*)\\((.*)\\)', 'testPopPlainScenarioOnceNoFirstRun(de.saly.elasticsearch.imap.RiverPopImapTestCase)')","[265, 632, 844719]"
"('SegmentInfo.java', 'org.apache.lucene.index.SegmentInfo', 'checkFileNames', '_[a-z0-9]+(_.*)?\\..*', '_7.fdx')",[950300]
"('PDFTextStripper.java', 'org.apache.pdfbox.util.PDFTextStripper', 'matchPattern', '[ivxl]+\\.', 'U')","[32080, 69040, 112720, 154311, 191271, 234951, 290283, 327243, 370923, 426789, 463749, 507429, 576785, 613745, 657425]"
"('PDFTextStripper.java', 'org.apache.pdfbox.util.PDFTextStripper', 'matchPattern', '[ivxl]+\\.', 'I')","[44560, 48880, 59920, 61360, 62800, 64720, 66640, 96880, 106480, 118000, 126640, 128560, 131920, 166791, 171111, 182151, 183591, 185031, 186951, 188871, 219111, 228711, 240231, 248871, 250791, 254151, 302763, 307083, 318123, 319563, 321003, 322923, 324843, 355083, 364683, 376203, 384843, 386763, 390123, 439269, 443589, 454629, 456069, 457509, 459429, 461349, 491589, 501189, 512709, 521349, 523269, 526629, 589265, 593585, 604625, 606065, 607505, 609425, 611345, 641585, 651185, 662705, 671345, 673265, 676625]"
"('PDFTextStripper.java', 'org.apache.pdfbox.util.PDFTextStripper', 'matchPattern', '[a-z]\\.', 'e')","[137488, 137968, 259719, 260199, 395691, 396171, 532197, 532677, 682193, 682673]"
"('PackagePartName.java', 'org.apache.poi.openxml4j.opc.PackagePartName', 'isRelationshipPartURI', '^.*/_rels/.*\\.rels$', '/docProps/app.xml')","[400269, 400318, 403498, 403546, 410353, 410401, 412561, 412608, 536474, 536523, 539703, 539751, 546558, 546606, 548766, 548813, 686470, 686519, 689699, 689747, 696554, 696602, 698762, 698809]"
"('PDFTextStripper.java', 'org.apache.pdfbox.util.PDFTextStripper', 'matchPattern', '\\.', 't')","[26848, 96928, 149079, 219159, 285051, 355131, 421557, 491637, 571553, 641633]"
"('PDFTextStripper.java', 'org.apache.pdfbox.util.PDFTextStripper', 'matchPattern', '[A-Z]\\)', '}')","[29536, 56896, 58816, 67936, 91456, 101056, 107776, 151767, 179127, 181047, 190167, 213687, 223287, 230007, 287739, 315099, 317019, 326139, 349659, 359259, 365979, 424245, 451605, 453525, 462645, 486165, 495765, 502485, 574241, 601601, 603521, 612641, 636161, 645761, 652481]"
"('PDFTextStripper.java', 'org.apache.pdfbox.util.PDFTextStripper', 'matchPattern', '\\.', 'e')","[137248, 137728, 259479, 259959, 395451, 395931, 531957, 532437, 681953, 682433]"
"('Description.java', 'org.junit.runner.Description', 'methodAndClassNamePatternGroupOrDefault', '([\\s\\S]*)\\((.*)\\)', 'testPopMassScenario(de.saly.elasticsearch.imap.RiverPopImapTestCase)')","[412, 786, 986789]"
"('PackagingURIHelper.java', 'org.apache.poi.openxml4j.opc.PackagingURIHelper', 'toURI', '\\w+://', '/word/_rels/header1.xml.rels')","[409703, 545908, 695904]"
"('PackagingURIHelper.java', 'org.apache.poi.openxml4j.opc.PackagingURIHelper', 'toURI', '\\w+://', 'footnotes.xml')","[406833, 543038, 693034]"
"('PDFTextStripper.java', 'org.apache.pdfbox.util.PDFTextStripper', 'matchPattern', '[IVXL]+\\.', '}')","[29632, 56992, 58912, 68032, 91552, 101152, 107872, 151863, 179223, 181143, 190263, 213783, 223383, 230103, 287835, 315195, 317115, 326235, 349755, 359355, 366075, 424341, 451701, 453621, 462741, 486261, 495861, 502581, 574337, 601697, 603617, 612737, 636257, 645857, 652577]"
"('SegmentInfo.java', 'org.apache.lucene.index.SegmentInfo', 'checkFileNames', '_[a-z0-9]+(_.*)?\\..*', '_2_Lucene50_0.tim')","[718900, 738120, 739275, 739985, 740260, 760115, 762341, 763051, 789578, 815355, 842994, 862563, 881456, 902092, 902576, 925164, 925648, 926062, 926417, 926947, 946737, 948247, 1004499, 1005240, 1005950]"
"('PDFTextStripper.java', 'org.apache.pdfbox.util.PDFTextStripper', 'matchPattern', '\\d+\\.', '[')","[63856, 117136, 132016, 186087, 239367, 254247, 322059, 375339, 390219, 458565, 511845, 526725, 608561, 661841, 676721]"
"('PDFTextStripper.java', 'org.apache.pdfbox.util.PDFTextStripper', 'matchPattern', '[A-Z]\\.', 'B')","[65920, 103840, 104800, 105760, 188151, 226071, 227031, 227991, 324123, 362043, 363003, 363963, 460629, 498549, 499509, 500469, 610625, 648545, 649505, 650465]"
"('PDFTextStripper.java', 'org.apache.pdfbox.util.PDFTextStripper', 'matchPattern', '[a-z]\\.', 'G')","[53008, 55888, 175239, 178119, 311211, 314091, 447717, 450597, 597713, 600593]"
"('PDFTextStripper.java', 'org.apache.pdfbox.util.PDFTextStripper', 'matchPattern', '\\.', 'F')","[49888, 172119, 308091, 444597, 594593]"
"('PDFTextStripper.java', 'org.apache.pdfbox.util.PDFTextStripper', 'matchPattern', '[a-z]\\)', '7')","[25744, 147975, 283947, 420453, 570449]"
"('PDFParser.java', 'org.apache.pdfbox.pdfparser.PDFParser', 'parseHeader', '%PDF-\\d.\\d', '%PDF-1.4')","[19716, 19760, 141947, 141991, 277919, 277963, 414425, 414469, 564421, 564465]"
"('SegmentInfo.java', 'org.apache.lucene.index.SegmentInfo', 'checkFileNames', '_[a-z0-9]+(_.*)?\\..*', '_1_Lucene50_0.tip')","[717100, 718520, 735500, 737604, 738665, 738815, 739605, 758724, 760989, 761442, 762671, 763381, 785310, 785801, 789093, 793073, 793658, 813179, 817329, 817684, 818039, 818394, 839209, 840453, 841873, 842228, 842583, 860763, 880335, 900901, 901611, 903418, 903773, 904128, 923263, 923618, 923973, 924248, 924683, 946256, 947095, 948577, 948932, 1003054, 1003409, 1004119, 1005570, 1006280]"
"('Joda.java', 'org.elasticsearch.common.joda.Joda$EpochTimeParser', 'parseInto', '^-?\\d{1,13}$', '1515825095516')",[812103]
"('PDFTextStripper.java', 'org.apache.pdfbox.util.PDFTextStripper', 'matchPattern', '[IVXL]+\\.', 's')","[109312, 231543, 367515, 504021, 654017]"
"('Joda.java', 'org.elasticsearch.common.joda.Joda$EpochTimeParser', 'parseInto', '^-?\\d{1,13}$', '1515825096119')",[815035]
"('PDFTextStripper.java', 'org.apache.pdfbox.util.PDFTextStripper', 'matchPattern', '[A-Z]\\)', '[')","[64096, 117376, 132256, 186327, 239607, 254487, 322299, 375579, 390459, 458805, 512085, 526965, 608801, 662081, 676961]"
"('PDFTextStripper.java', 'org.apache.pdfbox.util.PDFTextStripper', 'matchPattern', '[A-Z]\\)', 'O')","[136576, 258807, 394779, 531285, 681281]"
"('PDFTextStripper.java', 'org.apache.pdfbox.util.PDFTextStripper', 'matchPattern', '[A-Z]\\)', '3')","[23776, 24256, 146007, 146487, 281979, 282459, 418485, 418965, 568481, 568961]"
"('MediaType.java', 'org.apache.tika.mime.MediaType', 'parse', '(?s)\\s*([^\\c\\(\\)<>@,;:\\\\""/\\[\\]\\?=\\s]+)\\s*/\\s*([^\\c\\(\\)<>@,;:\\\\""/\\[\\]\\?=\\s]+)\\s*($|;.*)', 'application/dita+xml;format=concept')","[14805, 17229]"
"('SegmentInfo.java', 'org.apache.lucene.index.SegmentInfo', 'checkFileNames', '_[a-z0-9]+(_.*)?\\..*', '_6_Lucene54_0.dvm')",[949831]
"('PDFTextStripper.java', 'org.apache.pdfbox.util.PDFTextStripper', 'matchPattern', '[A-Z]\\)', 'D')","[26656, 114016, 138976, 148887, 236247, 261207, 284859, 372219, 397179, 421365, 508725, 533685, 571361, 658721, 683681]"
"('PDFTextStripper.java', 'org.apache.pdfbox.util.PDFTextStripper', 'matchPattern', '[A-Z]\\.', '/')","[84160, 84640, 85120, 85600, 109600, 111520, 121600, 122080, 124960, 125440, 125920, 135040, 135520, 136000, 206391, 206871, 207351, 207831, 231831, 233751, 243831, 244311, 247191, 247671, 248151, 257271, 257751, 258231, 342363, 342843, 343323, 343803, 367803, 369723, 379803, 380283, 383163, 383643, 384123, 393243, 393723, 394203, 478869, 479349, 479829, 480309, 504309, 506229, 516309, 516789, 519669, 520149, 520629, 529749, 530229, 530709, 628865, 629345, 629825, 630305, 654305, 656225, 666305, 666785, 669665, 670145, 670625, 679745, 680225, 680705]"
"('PDFTextStripper.java', 'org.apache.pdfbox.util.PDFTextStripper', 'matchPattern', '[ivxl]+\\.', 'H')","[30640, 31600, 32560, 33040, 34000, 34960, 35920, 37360, 37840, 39280, 49840, 50800, 57520, 59440, 60400, 62320, 63760, 65680, 72400, 73360, 75760, 77200, 77680, 79120, 79600, 88240, 92560, 94960, 95440, 99280, 102160, 104560, 105520, 111280, 115600, 119440, 119920, 121360, 122800, 133360, 133840, 140560, 141040, 152871, 153831, 154791, 155271, 156231, 157191, 158151, 159591, 160071, 161511, 172071, 173031, 179751, 181671, 182631, 184551, 185991, 187911, 194631, 195591, 197991, 199431, 199911, 201351, 201831, 210471, 214791, 217191, 217671, 221511, 224391, 226791, 227751, 233511, 237831, 241671, 242151, 243591, 245031, 255591, 256071, 262791, 263271, 288843, 289803, 290763, 291243, 292203, 293163, 294123, 295563, 296043, 297483, 308043, 309003, 315723, 317643, 318603, 320523, 321963, 323883, 330603, 331563, 333963, 335403, 335883, 337323, 337803, 346443, 350763, 353163, 353643, 357483, 360363, 362763, 363723, 369483, 373803, 377643, 378123, 379563, 381003, 391563, 392043, 398763, 399243, 425349, 426309, 427269, 427749, 428709, 429669, 430629, 432069, 432549, 433989, 444549, 445509, 452229, 454149, 455109, 457029, 458469, 460389, 467109, 468069, 470469, 471909, 472389, 473829, 474309, 482949, 487269, 489669, 490149, 493989, 496869, 499269, 500229, 505989, 510309, 514149, 514629, 516069, 517509, 528069, 528549, 535269, 535749, 575345, 576305, 577265, 577745, 578705, 579665, 580625, 582065, 582545, 583985, 594545, 595505, 602225, 604145, 605105, 607025, 608465, 610385, 617105, 618065, 620465, 621905, 622385, 623825, 624305, 632945, 637265, 639665, 640145, 643985, 646865, 649265, 650225, 655985, 660305, 664145, 664625, 666065, 667505, 678065, 678545, 685265, 685745]"
"('Settings.java', 'org.elasticsearch.common.settings.Settings$Builder', 'removeNonArraysFieldsIfNewSettingsContainsFieldAsArray', '(.*)\\.\\d+$', 'http.enabled')","[896, 1346, 1793, 2290, 4722, 5172, 5619, 6116, 8548, 8998, 9445, 9942, 12425, 12755, 13085, 13498, 13810, 141170, 141482, 264266, 264716, 265163, 265660, 268092, 268542, 268989, 269486, 271918, 272368, 272815, 273312, 275714, 276044, 276374, 276787, 277099, 413648, 413995, 550768, 551218, 551665, 552162, 554594, 555044, 555491, 555988, 558420, 558870, 559317, 559814, 562216, 562546, 562876, 563289, 563601, 700791, 701241, 701688, 702185, 704617, 705067, 705514, 706011, 708443, 708893, 709340, 709837, 712239, 712569, 712899, 713301, 713648, 714760, 715757, 716233, 720137, 720587, 721034, 721531, 723963, 724413, 724860, 725357, 727789, 728239, 728686, 729183, 731585, 731915, 732245, 732865, 733430, 733871, 734183, 742628, 743078, 743525, 744022, 746454, 746904, 747351, 747848, 750280, 750730, 751177, 751674, 754076, 754406, 754736, 755138, 756322, 756798, 757145, 764998, 765448, 765895, 766392, 768824, 769274, 769721, 770218, 772650, 773100, 773547, 774044, 776446, 776776, 777106, 777481, 777811, 778141, 778471, 778859, 779171, 780550, 780858, 781166, 781478, 781853, 782228, 786962, 788077, 788553, 790926, 791238, 798377, 798827, 799274, 799771, 802203, 802653, 803100, 803597, 806029, 806479, 806926, 807423, 809825, 810155, 810485, 810887, 811199, 812159, 812471, 814272, 814584, 820011, 820461, 820908, 821405, 823837, 824287, 824734, 825231, 827663, 828113, 828560, 829057, 831459, 831789, 832119, 832494, 832824, 833185, 834210, 834522, 835029, 835376, 838451, 839469, 839941, 844809, 845259, 845706, 846203, 848635, 849085, 849532, 850029, 852461, 852911, 853358, 853855, 856257, 856587, 856917, 857319, 857631, 859245, 859810, 860251, 863800, 864250, 864697, 865194, 867626, 868076, 868523, 869020, 871452, 871902, 872349, 872846, 875248, 875578, 875908, 876310, 876622, 877671, 878672, 879113, 883949, 884399, 884846, 885343, 887775, 888225, 888672, 889169, 891601, 892051, 892498, 892995, 895397, 895727, 896057, 896459, 896771, 898891, 899238, 899679, 906274, 906724, 907171, 907668, 910100, 910550, 910997, 911494, 913926, 914376, 914823, 915320, 917722, 918052, 918382, 919431, 919993, 920469, 920781, 928980, 929430, 929877, 930374, 932806, 933256, 933703, 934200, 936632, 937082, 937529, 938026, 940428, 940758, 941088, 941490, 941802, 943069, 943852, 944293, 951537, 951987, 952434, 952931, 955363, 955813, 956260, 956757, 959189, 959639, 960086, 960583, 962985, 963315, 963645, 964701, 965266, 965707, 968814, 969264, 969711, 970208, 972640, 973090, 973537, 974034, 976466, 976916, 977363, 977860, 980262, 980592, 980922, 981324, 981636, 982766, 983296, 983772, 986876, 987311, 987743, 988223, 990578, 991013, 991445, 991925, 994280, 994715, 995147, 995627, 997955, 998285, 998615, 999671, 1000201, 1000677, 1000989]"
"('PDFTextStripper.java', 'org.apache.pdfbox.util.PDFTextStripper', 'matchPattern', '\\d+\\.', 'P')","[45616, 50896, 64816, 68176, 69136, 75856, 80176, 80656, 81136, 97456, 114736, 167847, 173127, 187047, 190407, 191367, 198087, 202407, 202887, 203367, 219687, 236967, 303819, 309099, 323019, 326379, 327339, 334059, 338379, 338859, 339339, 355659, 372939, 440325, 445605, 459525, 462885, 463845, 470565, 474885, 475365, 475845, 492165, 509445, 590321, 595601, 609521, 612881, 613841, 620561, 624881, 625361, 625841, 642161, 659441]"
"('Joda.java', 'org.elasticsearch.common.joda.Joda$EpochTimeParser', 'parseInto', '^-?\\d{1,13}$', '1515825201163')",[902256]
"('PackagingURIHelper.java', 'org.apache.poi.openxml4j.opc.PackagingURIHelper', 'toURI', '\\w+://', '/_rels/')","[401056, 403591, 537261, 539796, 687257, 689792]"
"('PackagePartName.java', 'org.apache.poi.openxml4j.opc.PackagePartName', 'isRelationshipPartURI', '^.*/_rels/.*\\.rels$', '/word/footnotes.xml')","[399774, 399823, 401569, 401617, 404270, 404318, 412371, 412418, 413382, 413427, 535979, 536028, 537774, 537822, 540475, 540523, 548576, 548623, 549587, 549632, 685975, 686024, 687770, 687818, 690471, 690519, 698572, 698619, 699583, 699628]"
"('ContentType.java', 'org.apache.poi.openxml4j.opc.internal.ContentType', '<init>', '^([\\x21-\\x7E&&[^\\(\\)<>@,;:\\\\/""\\[\\]\\?={}\\x20\\x09]]+)/([\\x21-\\x7E&&[^\\(\\)<>@,;:\\\\/""\\[\\]\\?={}\\x20\\x09]]+)$', 'application/vnd.openxmlformats-package.core-properties+xml')","[399288, 399333, 399378, 399423, 410048, 410093, 410702, 410747, 535794, 535839, 535884, 535929, 546253, 546298, 546907, 546952, 685790, 685835, 685880, 685925, 696249, 696294, 696903, 696948]"
"('Settings.java', 'org.elasticsearch.common.settings.Settings$Builder', 'removeNonArraysFieldsIfNewSettingsContainsFieldAsArray', '(.*)\\.\\d+$', 'path.logs')","[1196, 1646, 2112, 2620, 5022, 5472, 5938, 6446, 8848, 9298, 9764, 10272, 12590, 12920, 13295, 13652, 14020, 141324, 141727, 264566, 265016, 265482, 265990, 268392, 268842, 269308, 269816, 272218, 272668, 273134, 273642, 275879, 276209, 276584, 276941, 277309, 413802, 414205, 551068, 551518, 551984, 552492, 554894, 555344, 555810, 556318, 558720, 559170, 559636, 560144, 562381, 562711, 563086, 563443, 563811, 701091, 701541, 702007, 702515, 704917, 705367, 705833, 706341, 708743, 709193, 709659, 710167, 712404, 712734, 713109, 713455, 713858, 714914, 715967, 716387, 720437, 720887, 721353, 721861, 724263, 724713, 725179, 725687, 728089, 728539, 729005, 729513, 731750, 732080, 732455, 733097, 733640, 734025, 734393, 742928, 743378, 743844, 744352, 746754, 747204, 747670, 748178, 750580, 751030, 751496, 752004, 754241, 754571, 754946, 755292, 756532, 756952, 757355, 765298, 765748, 766214, 766722, 769124, 769574, 770040, 770548, 772950, 773400, 773866, 774374, 776611, 776941, 777316, 777646, 777976, 778306, 778636, 779013, 779381, 780704, 781012, 781320, 781688, 782063, 782473, 787116, 788287, 788707, 791080, 791448, 798677, 799127, 799593, 800101, 802503, 802953, 803419, 803927, 806329, 806779, 807245, 807753, 809990, 810320, 810695, 811041, 811409, 812313, 812681, 814426, 814794, 820311, 820761, 821227, 821735, 824137, 824587, 825053, 825561, 827963, 828413, 828879, 829387, 831624, 831954, 832329, 832659, 832989, 833395, 834364, 834732, 835183, 835586, 838605, 839679, 840095, 845109, 845559, 846025, 846533, 848935, 849385, 849851, 850359, 852761, 853211, 853677, 854185, 856422, 856752, 857127, 857473, 857841, 859399, 860020, 860405, 864100, 864550, 865016, 865524, 867926, 868376, 868842, 869350, 871752, 872202, 872668, 873176, 875413, 875743, 876118, 876464, 876832, 877825, 878882, 879267, 884249, 884699, 885165, 885673, 888075, 888525, 888991, 889499, 891901, 892351, 892817, 893325, 895562, 895892, 896267, 896613, 896981, 899045, 899448, 899833, 906574, 907024, 907490, 907998, 910400, 910850, 911316, 911824, 914226, 914676, 915142, 915650, 917887, 918217, 918592, 919585, 920203, 920623, 920991, 929280, 929730, 930196, 930704, 933106, 933556, 934022, 934530, 936932, 937382, 937848, 938356, 940593, 940923, 941298, 941644, 942012, 943223, 944062, 944447, 951837, 952287, 952753, 953261, 955663, 956113, 956579, 957087, 959489, 959939, 960405, 960913, 963150, 963480, 963855, 964855, 965476, 965861, 969114, 969564, 970030, 970538, 972940, 973390, 973856, 974364, 976766, 977216, 977682, 978190, 980427, 980757, 981132, 981478, 981846, 982920, 983506, 983926, 987166, 987601, 988051, 988542, 990868, 991303, 991753, 992244, 994570, 995005, 995455, 995946, 998120, 998450, 998825, 999825, 1000411, 1000831, 1001199]"
"('PDFTextStripper.java', 'org.apache.pdfbox.util.PDFTextStripper', 'matchPattern', '\\.', 'c')","[38368, 130048, 130528, 131008, 160599, 252279, 252759, 253239, 296571, 388251, 388731, 389211, 433077, 524757, 525237, 525717, 583073, 674753, 675233, 675713]"
"('Joda.java', 'org.elasticsearch.common.joda.Joda$EpochTimeParser', 'parseInto', '^-?\\d{1,13}$', 'SID::12')","[814038, 814076, 814184, 814216]"
"('PDFTextStripper.java', 'org.apache.pdfbox.util.PDFTextStripper', 'matchPattern', '\\d+\\)', 'B')","[65872, 103792, 104752, 105712, 188103, 226023, 226983, 227943, 324075, 361995, 362955, 363915, 460581, 498501, 499461, 500421, 610577, 648497, 649457, 650417]"
"('PDFTextStripper.java', 'org.apache.pdfbox.util.PDFTextStripper', 'matchPattern', '[IVXL]+\\.', 'U')","[32032, 68992, 112672, 154263, 191223, 234903, 290235, 327195, 370875, 426741, 463701, 507381, 576737, 613697, 657377]"
"('PDFTextStripper.java', 'org.apache.pdfbox.util.PDFTextStripper', 'matchPattern', '[a-z]\\.', 'w')","[36208, 38128, 158439, 160359, 294411, 296331, 430917, 432837, 580913, 582833]"
"('Joda.java', 'org.elasticsearch.common.joda.Joda$EpochTimeParser', 'parseInto', '^-?\\d{1,13}$', '1515825010070')",[738315]
"('PackagingURIHelper.java', 'org.apache.poi.openxml4j.opc.PackagingURIHelper', 'toURI', '\\w+://', 'docProps/core.xml')","[411101, 547306, 697302]"
