"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^to: (.*)$', '\tby thor.apache.org (8.13.8+Sun/8.13.8) with ESMTP id o8FEfYjF006141')",[160959]
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^subject: (.*)$', 'From: jira@apache.org')","[9965, 30315, 61015, 80665, 120590, 161334]"
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^From \\S+@\\S.*\\d{4}$', 'COCOON-1964 Redirects inside a block called via the servlet protocol fail')","[14190, 34590, 65240, 84940, 129084, 169920]"
"('Description.java', 'org.junit.runner.Description', 'methodAndClassNamePatternGroupOrDefault', '(.*)\\((.*)\\)', 'org.apache.mahout.utils.email.MailProcessorTest')",[36]
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^from: (\\S.*)$', 'https://issues.apache.org/jira/secure/FilterSubscription!default.jspa?subId=10311&filterId=12310771')","[145009, 186391]"
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^to: (.*)$', 'C2.2 : unable to find daisy-..-1.5 jars in rev 959219')",[190741]
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^From \\S+@\\S.*\\d{4}$', 'COCOON-2290 CLONE - Add a read method to the SitemapComponentTestCase')","[11290, 31690, 62340, 82040, 123240, 164084]"
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^from: (\\S.*)$', '            https://issues.apache.org/jira/browse/COCOON-1726')","[133709, 174644]"
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^subject: (.*)$', '  gkossakowski-maven2 (http://people.apache.org/~gkossakowski/maven2/repository)')","[53115, 103465, 207516]"
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^from: (\\S.*)$', 'COCOON-2268 To extend the image reader we need to change the visibility to the parameter of the ImageReader')","[123765, 164609]"
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^from: (\\S.*)$', '\ttests=ALL_TRUSTED')","[105965, 112265, 119665, 147409, 153309, 160409, 188791]"
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^From \\S+@\\S.*\\d{4}$', 'COCOON-2040 Union widget does not work with booleanfield set as case widget')","[13190, 33590, 64240, 83940, 127084, 167920]"
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^from: (\\S.*)$', '            https://issues.apache.org/jira/browse/COCOON-1807')","[133109, 174023]"
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^From \\S+@\\S.*\\d{4}$', '          Components: Blocks: Serializers')","[3990, 55890, 108640]"
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^from: (\\S.*)$', 'COCOON-1370 [PATCH] proxy block can now use JTidy and handle multipart POST')","[138009, 179143]"
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^subject: (.*)$', 'COCOON-1395 [PATCH] Missing ContextAttributeInputModule')","[18365, 38765, 69415, 89115, 137434, 178568]"
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^to: (.*)$', '  by 140.211.11.9 with SMTP; 8 Sep 2010 14:41:09 -0000')",[118115]
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^From \\S+@\\S.*\\d{4}$', '>         Attachments: CharsetFactory.patch')","[7890, 116440]"
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^to: (.*)$', '> -----------------------------------------')",[156359]
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^to: (.*)$', '    by apache.org (qpsmtpd/0.29) with ESMTP; Wed, 01 Sep 2010 21:03:15 +0000')",[112115]
"('SequenceFilesFromMailArchivesMapper.java', 'org.apache.mahout.text.SequenceFilesFromMailArchivesMapper', 'parseMailboxLineByLine', '^subject: (.*)$', 'Date: Mon, 24 Jul 2000 12:24:56 -0700')","[265445, 266761]"
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^to: (.*)$', '            https://issues.apache.org/jira/browse/COCOON-1963')","[129359, 170195]"
"('SequenceFilesFromMailArchivesMapper.java', 'org.apache.mahout.text.SequenceFilesFromMailArchivesMapper', 'parseMailboxLineByLine', '^subject: (.*)$', 'Subject: Problem with build files in several directories')","[266101, 267301]"
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^subject: (.*)$', 'COCOON-2268 To extend the image reader we need to change the visibility to the parameter of the ImageReader')","[11565, 31965, 62615, 82315, 123790, 164634]"
"('Description.java', 'org.junit.runner.Description', 'methodAndClassNamePatternGroupOrDefault', '(.*)\\((.*)\\)', 'testMapReduce(org.apache.mahout.text.SequenceFilesFromMailArchivesTest)')","[255435, 255456, 255487, 255498, 255508]"
"('MailArchivesClusteringAnalyzer.java', 'org.apache.mahout.text.MailArchivesClusteringAnalyzer$AlphaNumericMaxLengthFilter', 'incrementToken', '^[a-z][a-z0-9_]+$', 'general')",[259433]
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^subject: (.*)$', '            https://issues.apache.org/jira/browse/COCOON-1345')","[19115, 39515, 70165, 89865, 138934, 180068]"
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^From \\S+@\\S.*\\d{4}$', '-----------------------------------------------------')","[44790, 95140, 190866]"
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^From \\S+@\\S.*\\d{4}$', 'COCOON-2212 jx:attribute does not check name is correct before proceeding')","[12390, 32790, 63440, 83140, 125484, 166284]"
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^subject: (.*)$', '            https://issues.apache.org/jira/browse/COCOON-881')","[21215, 41615, 72265, 91965, 143134, 184516]"
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^to: (.*)$', 'Received: (qmail 17738 invoked by uid 500); 18 Sep 2010 00:15:20 -0000')",[187341]
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^from: (\\S.*)$', 'From dev-return-102532-apmail-cocoon-dev-archive=cocoon.apache.org@cocoon.apache.org Wed Sep 15 14:42:02 2010')",[158309]
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^subject: (.*)$', 'Cocoon fails to initialize on Jboss 5.1 due to the new vfszip protocol it uses for class loading.  CharsetFactory expects either jar:/ or file:/')","[4265, 56165, 109190]"
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^from: (\\S.*)$', 'COCOON-2015 Doctype added twice because root element (html) is inlined')","[128209, 169045]"
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^subject: (.*)$', 'COCOON-719  [PATCH] Support for transactions in SQLTransformer')","[21765, 42165, 72815, 92515, 144234, 185616]"
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^from: (\\S.*)$', '            https://issues.apache.org/jira/browse/COCOON-2262')","[124109, 164909]"
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^subject: (.*)$', 'Received: (qmail 4960 invoked by uid 500); 15 Sep 2010 14:41:57 -0000')","[29215, 79565, 159134]"
"('Description.java', 'org.junit.runner.Description', 'methodAndClassNamePatternGroupOrDefault', '(.*)\\((.*)\\)', 'testNonExistingField(org.apache.mahout.text.LuceneSegmentRecordReaderTest)')","[234681, 234702, 234754, 234765, 234775]"
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^From \\S+@\\S.*\\d{4}$', '    Attachment: CharsetFactory.patch')","[7090, 58990, 114840]"
"('GlobFilter.java', 'org.apache.hadoop.fs.GlobFilter', 'accept', 'docs-one\\.file', 'docs-one.file')",[211041]
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^subject: (.*)$', '\ttests=ALL_TRUSTED')","[2665, 5815, 9515, 23365, 26315, 29865, 43765, 54565, 57715, 60565, 74415, 77365, 80215, 94115, 105990, 112290, 119690, 147434, 153334, 160434, 188816]"
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^from: (\\S.*)$', 'Received: (qmail 17738 invoked by uid 500); 18 Sep 2010 00:15:20 -0000')",[187291]
"('ARFFIterator.java', 'org.apache.mahout.utils.vectors.arff.ARFFIterator', 'computeNext', '([\\w[^{]])*', '{2}')",[209088]
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^From \\S+@\\S.*\\d{4}$', 'https://issues.apache.org/jira/secure/FilterSubscription!default.jspa?subId=10311&filterId=12310771')","[22190, 42590, 73240, 92940, 145084, 186466]"
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^message-id: <(.*)>$', 'Return-Path: <user@example.com>')","[272232, 275036]"
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^subject: (.*)$', '            https://issues.apache.org/jira/browse/COCOON-2297')","[10915, 31315, 61965, 81665, 122490, 163334]"
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^from: (\\S.*)$', 'COCOON-865  [PATCH] New ResourceLoadAction')","[143609, 184991]"
"('SequenceFilesFromMailArchivesMapper.java', 'org.apache.mahout.text.SequenceFilesFromMailArchivesMapper', 'parseMailboxLineByLine', '^From \\S+@\\S.*\\d{4}$', 'From somebody@example.com  Wed Jul 26 11:32:16 2000')","[265906, 267106]"
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^from: (\\S.*)$', 'Key         Summary')","[121865, 162509]"
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^to: (.*)$', 'COCOON-1960 Pipeline errors for ""generator/reader already set"" should provide more information')","[129459, 170295]"
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^subject: (.*)$', '  by 140.211.11.9 with SMTP; 9 Sep 2010 21:09:55 -0000')","[22565, 73615, 145834]"
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^subject: (.*)$', 'jboss-5.1.0.GA vfszip protocol in CharsetFactory')","[3615, 55515, 107890]"
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^from: (\\S.*)$', '  \t1) org.apache.cocoon:cocoon-sitemaptags2daisy-plugin:maven-plugin:1.0.0-SNAPSHOT')","[194791, 196191, 197591, 198991, 200391, 201791, 203191, 204591, 205991]"
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^subject: (.*)$', '            https://issues.apache.org/jira/browse/COCOON-2040')","[13215, 33615, 64265, 83965, 127134, 167970]"
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^to: (.*)$', ""COCOON-1384 [PATCH] flow redirector should allow explicit 'cocoon:' scheme"")","[137859, 178993]"
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^to: (.*)$', '-')","[109815, 117215, 150859, 157959, 208141]"
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^to: (.*)$', '>                 Key: COCOON-2301')",[156559]
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^From \\S+@\\S.*\\d{4}$', ""COCOON-1506 [PATCH] Manually specifying a mounted sitemap's context"")","[17890, 38290, 68940, 88640, 136484, 177618]"
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^subject: (.*)$', '      mvn deploy:deploy-file -DgroupId=daisy -DartifactId=daisy-jmsclient-api -Dversion=1.5-dev -Dpackaging=jar -Dfile=/path/to/file -Durl=[url] -DrepositoryId=[id]')","[50815, 101165, 202916]"
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^message-id: <(.*)>$', 'User-Agent: Microsoft-Outlook-Express-Macintosh-Edition/5.02.2022')","[273912, 276764]"
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^From \\S+@\\S.*\\d{4}$', '            https://issues.apache.org/jira/browse/COCOON-1027')","[20940, 41340, 71990, 91690, 142584, 183821]"
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^to: (.*)$', '      mvn install:install-file -DgroupId=daisy -DartifactId=daisy-repository-client-impl -Dversion=1.5-dev -Dpackaging=jar -Dfile=/path/to/file')",[198441]
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^subject: (.*)$', '            https://issues.apache.org/jira/browse/COCOON-1870')","[15715, 36115, 66765, 86465, 132134, 173048]"
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^from: (\\S.*)$', '  gkossakowski-maven2 (http://people.apache.org/~gkossakowski/maven2/repository)')",[207491]
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^From \\S+@\\S.*\\d{4}$', 'Date: Mon, 24 Jul 2000 12:24:56 -0700')","[272792, 275612]"
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^from: (\\S.*)$', '> The QuartzJobScheduler is modified to respond to a configuration parameter: clustered=true so that it can correctly use a clustered job store when using cocoon in a cluster.')",[157509]
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^from: (\\S.*)$', '            https://issues.apache.org/jira/browse/COCOON-1893')","[131709, 172623]"
"('Description.java', 'org.junit.runner.Description', 'methodAndClassNamePatternGroupOrDefault', '(.*)\\((.*)\\)', 'testCount(org.apache.mahout.utils.vectors.csv.CSVVectorIteratorTest)')","[210539, 210560, 210570, 210581, 210591]"
"('Description.java', 'org.junit.runner.Description', 'methodAndClassNamePatternGroupOrDefault', '(.*)\\((.*)\\)', 'testQuotes(org.apache.mahout.utils.vectors.arff.ARFFVectorIterableTest)')","[174938, 182190, 182326, 182461]"
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^subject: (.*)$', 'COCOON-1535 [PATCH] enhancement to {global:} input module: return all sitemap globals')","[17365, 37765, 68415, 88115, 135434, 176568]"
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^message-id: <(.*)>$', 'Received: from [140.211.11.22] (HELO thor.apache.org) (140.211.11.22)')","[2790, 5940, 9640, 23490, 26440, 29990, 43890, 54690, 57840, 60690, 74540, 77490, 80340, 94240, 106240, 112540, 119940, 147684, 153584, 160684, 189066]"
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^to: (.*)$', '            https://issues.apache.org/jira/browse/COCOON-1249')","[141159, 182376]"
"('IndexFileDeleter.java', 'org.apache.lucene.index.IndexFileDeleter', '<init>', '_[a-z0-9]+(_.*)?\\..*', '_1.cfs')","[220801, 224042, 228405, 246346, 249249, 257044]"
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^subject: (.*)$', '>          Components: Blocks: Serializers')","[7615, 115890]"
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^From \\S+@\\S.*\\d{4}$', '                 URL: https://issues.apache.org/jira/browse/COCOON-2300')","[3840, 55740, 108340]"
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^From \\S+@\\S.*\\d{4}$', '>          Components: Blocks: Serializers')","[7640, 115940]"
"('MailArchivesClusteringAnalyzer.java', 'org.apache.mahout.text.MailArchivesClusteringAnalyzer$AlphaNumericMaxLengthFilter', 'incrementToken', '^[a-z][a-z0-9_]+$', 'some')",[259028]
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^subject: (.*)$', 'From: ""Testy McTester"" <user@example.com>')","[272547, 275360]"
"('MailArchivesClusteringAnalyzer.java', 'org.apache.mahout.text.MailArchivesClusteringAnalyzer$AlphaNumericMaxLengthFilter', 'incrementToken', '^[a-z][a-z0-9_]+$', 'added')",[259001]
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^to: (.*)$', 'From dev-return-102528-apmail-cocoon-dev-archive=cocoon.apache.org@cocoon.apache.org Wed Sep 01 21:03:16 2010')",[110215]
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^From \\S+@\\S.*\\d{4}$', 'COCOON-1946 [PATCH] - Javaflow Sample errors trying to enhance Javaflow classes and showing cform templates')","[14590, 34990, 65640, 85340, 129884, 170720]"
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^to: (.*)$', '      mvn install:install-file -DgroupId=daisy -DartifactId=daisy-repository-spi -Dversion=1.5-dev -Dpackaging=jar -Dfile=/path/to/file')",[201241]
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^message-id: <(.*)>$', 'To: <ant-user@jakarta.apache.org>')","[274192, 277052]"
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^from: (\\S.*)$', 'Patch to make cocoon_2_1_x/src/blocks/cron/java/org/apache/cocoon/components/cron/QuartzJobScheduler.java respond correctly to configuration for clustering.')",[156009]
"('ARFFIterator.java', 'org.apache.mahout.utils.vectors.arff.ARFFIterator', 'computeNext', '([\\w[^{]])*', 'sunny')","[208943, 209116]"
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^From \\S+@\\S.*\\d{4}$', '            https://issues.apache.org/jira/browse/COCOON-1232')","[20340, 40740, 71390, 91090, 141384, 182621]"
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^from: (\\S.*)$', 'Received: (qmail 31829 invoked by uid 99); 9 Sep 2010 21:11:58 -0000')",[152909]
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^to: (.*)$', 'Received: (qmail 5328 invoked by uid 500); 15 Sep 2010 14:42:01 -0000')",[158959]
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^from: (\\S.*)$', 'COCOON-1738 double-listbox problem in repeaters')","[133409, 174323]"
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^message-id: <(.*)>$', '  by 140.211.11.9 with SMTP; 18 Sep 2010 00:15:21 -0000')","[42990, 93340, 187266]"
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^From \\S+@\\S.*\\d{4}$', 'COCOON-1340 [PATCH] lucene block contribution : a AnalyzerManager component')","[19190, 39590, 70240, 89940, 139084, 180218]"
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^from: (\\S.*)$', '            https://issues.apache.org/jira/browse/COCOON-1260')","[140709, 181843]"
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^subject: (.*)$', 'Subject: [jira] Updated: (COCOON-2300) jboss-5.1.0.GA vfszip protocol in')","[6365, 58265, 113390]"
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^from: (\\S.*)$', '            https://issues.apache.org/jira/browse/COCOON-1717')","[133909, 174854]"
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^from: (\\S.*)$', 'COCOON-844  [PATCH] adding <wd:on-phase> and moving load() and save() to Form.')","[143809, 185191]"
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^From \\S+@\\S.*\\d{4}$', '----------')","[46190, 52540, 96540, 102890, 193666, 206366]"
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^subject: (.*)$', 'COCOON-2222 Add SaxParser configuration properties')","[12165, 32565, 63215, 82915, 125034, 165834]"
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^message-id: <(.*)>$', '\tfor <dev@cocoon.apache.org>; Wed, 8 Sep 2010 14:40:38 GMT')","[9840, 60890, 120340]"
"('SequenceFilesFromMailArchivesMapper.java', 'org.apache.mahout.text.SequenceFilesFromMailArchivesMapper', 'parseMailboxLineByLine', '^subject: (.*)$', 'Content-Type: text/plain; charset=""US-ASCII""')","[266251, 267451]"
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^From \\S+@\\S.*\\d{4}$', 'C2.2 : unable to find daisy-..-1.5 jars in rev 959219')","[44740, 95090, 190766]"
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^from: (\\S.*)$', '      mvn install:install-file -DgroupId=daisy -DartifactId=daisy-htmlcleaner -Dversion=1.5-dev -Dpackaging=jar -Dfile=/path/to/file')",[203991]
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^from: (\\S.*)$', 'COCOON-1488 [PATCH] htmlunit-based testing, needs to be ported to 2.2')","[136609, 177743]"
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^to: (.*)$', 'COCOON-2260 wrong parent version in pom of cocoon-flowscript-impl')","[124259, 165059]"
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^to: (.*)$', 'Key         Summary')","[121915, 162559]"
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^subject: (.*)$', '      mvn install:install-file -DgroupId=daisy -DartifactId=daisy-repository-xmlschema-bindings -Dversion=1.5-dev -Dpackaging=jar -Dfile=/path/to/file')","[47865, 98215, 197016]"
"('Description.java', 'org.junit.runner.Description', 'methodAndClassNamePatternGroupOrDefault', '(.*)\\((.*)\\)', 'null')","[17, 178, 287, 396, 609, 771, 166601, 171729, 208422, 210029, 210190, 210499, 210608, 210916, 212219, 214791, 215461, 216091, 216402, 216669, 217424, 218593, 218692, 219166, 224741, 226522, 234641, 239890, 243364, 255395, 258593]"
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^subject: (.*)$', 'Message-ID: <15745146.103561284066698277.JavaMail.jira@thor>')","[26665, 77715, 154034]"
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^From \\S+@\\S.*\\d{4}$', '            https://issues.apache.org/jira/browse/COCOON-2032')","[13440, 33840, 64490, 84190, 127584, 168420]"
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^From \\S+@\\S.*\\d{4}$', ' CharsetFactory')","[3290, 6440, 55190, 58340, 107240, 113540]"
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^subject: (.*)$', 'COCOON-2197 Making the cocoon-auth-block acegi-security-sample work')","[12465, 32865, 63515, 83215, 125634, 166434]"
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^to: (.*)$', '> Parsing the vfszip protocol in CharsetFactory solves the problem.')",[116815]
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^to: (.*)$', 'COCOON-1395 [PATCH] Missing ContextAttributeInputModule')","[137459, 178593]"
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^From \\S+@\\S.*\\d{4}$', 'COCOON-996  [PATCH] LuceneIndexContentHandler.java produces CLOBs')","[20990, 41390, 72040, 91740, 142684, 183921]"
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^From \\S+@\\S.*\\d{4}$', 'Subject: [jira] Updated: (COCOON-2301) Cocoon Cron Block Configurable')","[26890, 77940, 154484]"
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^message-id: <(.*)>$', 'Delivered-To: apmail-cocoon-dev-archive@www.apache.org')","[1740, 4890, 8590, 22440, 25390, 28940, 42840, 53640, 56790, 59640, 73490, 76440, 79290, 93190, 104140, 110440, 117840, 145584, 151484, 158584, 186966]"
"('Description.java', 'org.junit.runner.Description', 'methodAndClassNamePatternGroupOrDefault', '(.*)\\((.*)\\)', 'test(org.apache.mahout.utils.vectors.lucene.CachedTermInfoTest)')","[210956, 210977, 210987, 210998, 211008]"
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^subject: (.*)$', '            https://issues.apache.org/jira/browse/COCOON-2100')","[13115, 33515, 64165, 83865, 126934, 167770]"
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^subject: (.*)$', '            https://issues.apache.org/jira/browse/COCOON-1893')","[15515, 35915, 66565, 86265, 131734, 172648]"
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^From \\S+@\\S.*\\d{4}$', '            https://issues.apache.org/jira/browse/COCOON-2037')","[13340, 33740, 64390, 84090, 127384, 168220]"
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^to: (.*)$', '            https://issues.apache.org/jira/browse/COCOON-2216')","[125359, 166159]"
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^from: (\\S.*)$', '\tby thor.apache.org (8.13.8+Sun/8.13.8) with ESMTP id o81L2sFQ020591')",[112765]
"('ARFFIterator.java', 'org.apache.mahout.utils.vectors.arff.ARFFIterator', 'computeNext', '([\\w[^{]])*', '1')",[209844]
"('SegmentInfo.java', 'org.apache.lucene.index.SegmentInfo', 'checkFileNames', '_[a-z0-9]+(_.*)?\\..*', '_1_Lucene41_0.tim')","[213850, 220241, 223465, 227845, 232661, 236498, 241995, 242694, 243096, 245489, 247206, 250988, 251681, 252077, 254877, 255706, 262058, 267874]"
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^to: (.*)$', '            https://issues.apache.org/jira/browse/COCOON-2032')","[127559, 168395]"
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^from: (\\S.*)$', 'COCOON-1794 [PATCH] Propagation of namespaces to a repeaters child bindings and implementation of a move-node binding')","[133209, 174123]"
