"('Description.java', 'org.junit.runner.Description', 'methodAndClassNamePatternGroupOrDefault', '(.*)\\((.*)\\)', 'com.cc.lmsfc.common.test.RedisTest')","[284, 1649213]"
"('AntPathMatcher.java', 'org.springframework.util.AntPathMatcher$AntPathStringMatcher', 'matchStrings', '.*\\Q.class\\E', 'GeoModule.class')","[108149, 437006, 765837, 1094668, 1423499]"
"('AntPathMatcher.java', 'org.springframework.util.AntPathMatcher$AntPathStringMatcher', 'matchStrings', '.*\\Q.class\\E', 'HateoasAwareSpringDataWebConfiguration.class')","[109877, 438734, 767565, 1096396, 1425227]"
"('AntPathMatcher.java', 'org.springframework.util.AntPathMatcher$AntPathStringMatcher', 'matchStrings', '.*\\Q.class\\E', 'IllegalMappingException.class')","[104855, 433712, 762543, 1091374, 1420205]"
"('AntPathMatcher.java', 'org.springframework.util.AntPathMatcher$AntPathStringMatcher', 'matchStrings', '.*\\Q.class\\E', 'QueryExecutionConverters$AbstractWrapperTypeConverter.class')","[121325, 450182, 779013, 1107844, 1436675]"
"('Cipher.java', 'javax.crypto.Cipher$Transform', 'supports', 'ECB|CBC|PCBC|CTR|CTS|CFB|OFB|CFB8|CFB16|CFB24|CFB32|CFB40|CFB48|CFB56|CFB64|OFB8|OFB16|OFB24|OFB32|OFB40|OFB48|OFB56|OFB64|CFB72|CFB80|CFB88|CFB96|CFB104|CFB112|CFB120|CFB128|OFB72|OFB80|OFB88|OFB96|OFB104|OFB112|OFB120|OFB128', 'CBC')","[818, 924, 1034, 1148, 1256, 1358]"
"('AntPathMatcher.java', 'org.springframework.util.AntPathMatcher$AntPathStringMatcher', 'matchStrings', '.*\\Q.class\\E', 'ArticleCategoryService.class')","[48810, 377667, 706498, 1035329, 1364160]"
"('AntPathMatcher.java', 'org.springframework.util.AntPathMatcher$AntPathStringMatcher', 'matchStrings', '.*\\QResourceDAOImpl.class\\E', 'ArtTaskJobRunLogDAO.class')","[223207, 611536, 910631, 1279110, 1568293]"
"('AntPathMatcher.java', 'org.springframework.util.AntPathMatcher$AntPathStringMatcher', 'matchStrings', '.*\\Q.class\\E', 'JredisPool$JredisFactory.class')","[165119, 493976, 822807, 1151638, 1480469]"
"('AntPathMatcher.java', 'org.springframework.util.AntPathMatcher$AntPathStringMatcher', 'matchStrings', '.*\\QBatchArticleTaskJobDAOImpl.class\\E', 'BatchArticleTaskJobDAO.class')","[286809, 645402, 875113, 1263416, 1602159]"
"('AntPathMatcher.java', 'org.springframework.util.AntPathMatcher$AntPathStringMatcher', 'matchStrings', '.*\\QBatchArticleTaskJobDAOImpl.class\\E', 'ArticleElementDAO.class')","[285157, 643750, 873461, 1261764, 1600507]"
"('AntPathMatcher.java', 'org.springframework.util.AntPathMatcher$AntPathStringMatcher', 'matchStrings', '.*\\Q.class\\E', 'MapToPropertiesConverter.class')","[163283, 492140, 820971, 1149802, 1478633]"
"('AntPathMatcher.java', 'org.springframework.util.AntPathMatcher$AntPathStringMatcher', 'matchStrings', '.*\\QFilterDAOImpl.class\\E', 'ArticleDAO.class')","[241379, 560324, 988275, 1237810, 1586465]"
"('AntPathMatcher.java', 'org.springframework.util.AntPathMatcher$AntPathStringMatcher', 'matchStrings', '\\Qsupport\\E', 'query')","[84659, 84875, 85091, 85307, 85523, 85739, 85955, 86171, 86387, 86603, 86819, 87035, 87251, 87467, 87683, 87899, 88115, 88331, 88547, 88763, 88979, 89195, 89411, 89627, 89843, 90059, 90275, 90491, 90707, 90923, 91139, 91355, 91571, 91787, 92003, 92219, 92435, 92651, 92867, 93083, 93299, 93515, 93731, 93947, 94163, 94379, 94595, 94811, 95027, 95243, 95459, 95675, 95891, 96107, 96323, 96539, 96755, 96971, 97187, 113657, 113819, 113981, 114197, 114413, 114629, 114845, 115061, 115277, 115493, 115709, 115925, 116087, 116249, 116411, 116573, 116735, 116897, 117059, 117221, 117383, 117545, 117707, 117869, 118031, 118247, 118463, 118679, 118841, 119003, 119165, 119327, 119489, 119651, 119813, 119975, 120137, 120299, 120461, 120623, 120785, 413516, 413732, 413948, 414164, 414380, 414596, 414812, 415028, 415244, 415460, 415676, 415892, 416108, 416324, 416540, 416756, 416972, 417188, 417404, 417620, 417836, 418052, 418268, 418484, 418700, 418916, 419132, 419348, 419564, 419780, 419996, 420212, 420428, 420644, 420860, 421076, 421292, 421508, 421724, 421940, 422156, 422372, 422588, 422804, 423020, 423236, 423452, 423668, 423884, 424100, 424316, 424532, 424748, 424964, 425180, 425396, 425612, 425828, 426044, 442514, 442676, 442838, 443054, 443270, 443486, 443702, 443918, 444134, 444350, 444566, 444782, 444944, 445106, 445268, 445430, 445592, 445754, 445916, 446078, 446240, 446402, 446564, 446726, 446888, 447104, 447320, 447536, 447698, 447860, 448022, 448184, 448346, 448508, 448670, 448832, 448994, 449156, 449318, 449480, 449642, 742347, 742563, 742779, 742995, 743211, 743427, 743643, 743859, 744075, 744291, 744507, 744723, 744939, 745155, 745371, 745587, 745803, 746019, 746235, 746451, 746667, 746883, 747099, 747315, 747531, 747747, 747963, 748179, 748395, 748611, 748827, 749043, 749259, 749475, 749691, 749907, 750123, 750339, 750555, 750771, 750987, 751203, 751419, 751635, 751851, 752067, 752283, 752499, 752715, 752931, 753147, 753363, 753579, 753795, 754011, 754227, 754443, 754659, 754875, 771345, 771507, 771669, 771885, 772101, 772317, 772533, 772749, 772965, 773181, 773397, 773613, 773775, 773937, 774099, 774261, 774423, 774585, 774747, 774909, 775071, 775233, 775395, 775557, 775719, 775935, 776151, 776367, 776529, 776691, 776853, 777015, 777177, 777339, 777501, 777663, 777825, 777987, 778149, 778311, 778473, 1071178, 1071394, 1071610, 1071826, 1072042, 1072258, 1072474, 1072690, 1072906, 1073122, 1073338, 1073554, 1073770, 1073986, 1074202, 1074418, 1074634, 1074850, 1075066, 1075282, 1075498, 1075714, 1075930, 1076146, 1076362, 1076578, 1076794, 1077010, 1077226, 1077442, 1077658, 1077874, 1078090, 1078306, 1078522, 1078738, 1078954, 1079170, 1079386, 1079602, 1079818, 1080034, 1080250, 1080466, 1080682, 1080898, 1081114, 1081330, 1081546, 1081762, 1081978, 1082194, 1082410, 1082626, 1082842, 1083058, 1083274, 1083490, 1083706, 1100176, 1100338, 1100500, 1100716, 1100932, 1101148, 1101364, 1101580, 1101796, 1102012, 1102228, 1102444, 1102606, 1102768, 1102930, 1103092, 1103254, 1103416, 1103578, 1103740, 1103902, 1104064, 1104226, 1104388, 1104550, 1104766, 1104982, 1105198, 1105360, 1105522, 1105684, 1105846, 1106008, 1106170, 1106332, 1106494, 1106656, 1106818, 1106980, 1107142, 1107304, 1400009, 1400225, 1400441, 1400657, 1400873, 1401089, 1401305, 1401521, 1401737, 1401953, 1402169, 1402385, 1402601, 1402817, 1403033, 1403249, 1403465, 1403681, 1403897, 1404113, 1404329, 1404545, 1404761, 1404977, 1405193, 1405409, 1405625, 1405841, 1406057, 1406273, 1406489, 1406705, 1406921, 1407137, 1407353, 1407569, 1407785, 1408001, 1408217, 1408433, 1408649, 1408865, 1409081, 1409297, 1409513, 1409729, 1409945, 1410161, 1410377, 1410593, 1410809, 1411025, 1411241, 1411457, 1411673, 1411889, 1412105, 1412321, 1412537, 1429007, 1429169, 1429331, 1429547, 1429763, 1429979, 1430195, 1430411, 1430627, 1430843, 1431059, 1431275, 1431437, 1431599, 1431761, 1431923, 1432085, 1432247, 1432409, 1432571, 1432733, 1432895, 1433057, 1433219, 1433381, 1433597, 1433813, 1434029, 1434191, 1434353, 1434515, 1434677, 1434839, 1435001, 1435163, 1435325, 1435487, 1435649, 1435811, 1435973, 1436135]"
"('AntPathMatcher.java', 'org.springframework.util.AntPathMatcher$AntPathStringMatcher', 'matchStrings', '.*\\Q.class\\E', 'RepositoryFactorySupport$QueryCollectingQueryCreationListener.class')","[133043, 461900, 790731, 1119562, 1448393]"
"('AntPathMatcher.java', 'org.springframework.util.AntPathMatcher$AntPathStringMatcher', 'matchStrings', '.*\\QArticleCategoryDAOImpl.class\\E', 'ResourceDAO.class')","[267811, 566932, 945323, 1214682, 1612897]"
"('AntPathMatcher.java', 'org.springframework.util.AntPathMatcher$AntPathStringMatcher', 'matchStrings', '.*\\Q.class\\E', 'MessageListenerAdapter$MethodInvoker.class')","[178673, 507530, 836361, 1165192, 1494023]"
"('AntPathMatcher.java', 'org.springframework.util.AntPathMatcher$AntPathStringMatcher', 'matchStrings', '.*\\Q.class\\E', 'ParameterBinder.class')","[90329, 419186, 748017, 1076848, 1405679]"
"('AntPathMatcher.java', 'org.springframework.util.AntPathMatcher$AntPathStringMatcher', 'matchStrings', '.*\\Q.class\\E', 'constant')","[12893, 341750, 670581, 999412, 1328243]"
"('AntPathMatcher.java', 'org.springframework.util.AntPathMatcher$AntPathStringMatcher', 'matchStrings', '.*\\Q.class\\E', 'BatchArticleTaskJobDAO.class')","[70182, 207513, 399039, 536370, 727870, 865201, 1056701, 1194032, 1385532, 1522863]"
"('AntPathMatcher.java', 'org.springframework.util.AntPathMatcher$AntPathStringMatcher', 'matchStrings', '.*\\Q.class\\E', 'RedisIterator.class')","[171167, 500024, 828855, 1157686, 1486517]"
"('AntPathMatcher.java', 'org.springframework.util.AntPathMatcher$AntPathStringMatcher', 'matchStrings', '.*\\Q.class\\E', 'LettuceConnection$LettuceTxResult.class')","[162905, 491762, 820593, 1149424, 1478255]"
"('AntPathMatcher.java', 'org.springframework.util.AntPathMatcher$AntPathStringMatcher', 'matchStrings', '.*\\Q.class\\E', 'DecodeUtils.class')","[166145, 495002, 823833, 1152664, 1481495]"
"('AntPathMatcher.java', 'org.springframework.util.AntPathMatcher$AntPathStringMatcher', 'matchStrings', '.*\\QArticleTaskJobDAOImpl.class\\E', 'BatchArticleTaskJobDAO.class')","[276897, 635490, 924673, 1223768, 1562511]"
"('AntPathMatcher.java', 'org.springframework.util.AntPathMatcher$AntPathStringMatcher', 'matchStrings', '.*\\QResourceDAOImpl.class\\E', 'ArticleDAO.class')","[231467, 619796, 918891, 1287370, 1576553]"
"('AntPathMatcher.java', 'org.springframework.util.AntPathMatcher$AntPathStringMatcher', 'matchStrings', '.*\\Q.class\\E', 'Querydsl$1.class')","[83417, 412274, 741105, 1069936, 1398767]"
"('AntPathMatcher.java', 'org.springframework.util.AntPathMatcher$AntPathStringMatcher', 'matchStrings', '.*\\Q.class\\E', 'RedisOperations.class')","[180563, 509420, 838251, 1167082, 1495913]"
"('AntPathMatcher.java', 'org.springframework.util.AntPathMatcher$AntPathStringMatcher', 'matchStrings', '.*\\Q.class\\E', 'DefaultSetOperations$15.class')","[187475, 516332, 845163, 1173994, 1502825]"
"('AntPathMatcher.java', 'org.springframework.util.AntPathMatcher$AntPathStringMatcher', 'matchStrings', '.*\\Q.class\\E', 'ScanIteration.class')","[189419, 518276, 847107, 1175938, 1504769]"
"('AntPathMatcher.java', 'org.springframework.util.AntPathMatcher$AntPathStringMatcher', 'matchStrings', '.*\\Q.class\\E', 'JpaParameters.class')","[91193, 420050, 748881, 1077712, 1406543]"
"('AntPathMatcher.java', 'org.springframework.util.AntPathMatcher$AntPathStringMatcher', 'matchStrings', '.*\\Q.class\\E', 'RedisTemplate$25.class')","[192983, 521840, 850671, 1179502, 1508333]"
"('AntPathMatcher.java', 'org.springframework.util.AntPathMatcher$AntPathStringMatcher', 'matchStrings', '.*\\QUserDAOImpl.class\\E', 'BatchArticleTaskJobDAO.class')","[217425, 605754, 934585, 1273328, 1621983]"
"('AntPathMatcher.java', 'org.springframework.util.AntPathMatcher$AntPathStringMatcher', 'matchStrings', '.*\\QArticleCategoryDAOImpl.class\\E', 'FilterDetailDAO.class')","[266159, 565280, 943671, 1213030, 1611245]"
"('AntPathMatcher.java', 'org.springframework.util.AntPathMatcher$AntPathStringMatcher', 'matchStrings', '.*\\Q.class\\E', 'LettucePool.class')","[161123, 489980, 818811, 1147642, 1476473]"
"('AntPathMatcher.java', 'org.springframework.util.AntPathMatcher$AntPathStringMatcher', 'matchStrings', '.*\\Q.class\\E', 'RedisConnectionUtils$RedisTransactionSynchronizer.class')","[194711, 523568, 852399, 1181230, 1510061]"
"('AntPathMatcher.java', 'org.springframework.util.AntPathMatcher$AntPathStringMatcher', 'matchStrings', '.*\\Q.class\\E', 'BulkMapper.class')","[186287, 515144, 843975, 1172806, 1501637]"
"('AntPathMatcher.java', 'org.springframework.util.AntPathMatcher$AntPathStringMatcher', 'matchStrings', '\\Qrepository\\E', 'query')","[114035, 114251, 114467, 114683, 114899, 115115, 115331, 115547, 115763, 118085, 118301, 118517, 442892, 443108, 443324, 443540, 443756, 443972, 444188, 444404, 444620, 446942, 447158, 447374, 771723, 771939, 772155, 772371, 772587, 772803, 773019, 773235, 773451, 775773, 775989, 776205, 1100554, 1100770, 1100986, 1101202, 1101418, 1101634, 1101850, 1102066, 1102282, 1104604, 1104820, 1105036, 1429385, 1429601, 1429817, 1430033, 1430249, 1430465, 1430681, 1430897, 1431113, 1433435, 1433651, 1433867]"
"('AntPathMatcher.java', 'org.springframework.util.AntPathMatcher$AntPathStringMatcher', 'matchStrings', '.*\\Q.class\\E', 'JpaMetamodelEntityInformation$IdMetadata.class')","[79097, 407954, 736785, 1065616, 1394447]"
"('AntPathMatcher.java', 'org.springframework.util.AntPathMatcher$AntPathStringMatcher', 'matchStrings', '.*\\Q.class\\E', 'ArticleCategoryDAO.class')","[67218, 204209, 396075, 533066, 724906, 861897, 1053737, 1190728, 1382568, 1519559]"
"('AntPathMatcher.java', 'org.springframework.util.AntPathMatcher$AntPathStringMatcher', 'matchStrings', '.*\\Q.class\\E', 'FilterDetailService.class')","[48069, 376926, 705757, 1034588, 1363419]"
"('AntPathMatcher.java', 'org.springframework.util.AntPathMatcher$AntPathStringMatcher', 'matchStrings', '.*\\Q.class\\E', 'ReturnType.class')","[147137, 475994, 804825, 1133656, 1462487]"
"('AntPathMatcher.java', 'org.springframework.util.AntPathMatcher$AntPathStringMatcher', 'matchStrings', '\\Qtarget\\E', 'target')","[2050, 2435, 2865, 3288, 3666, 4051, 4481, 4904, 5380, 6059, 6800, 7541, 8275, 9003, 9682, 10416, 11144, 11823, 12557, 13285, 13964, 14655, 15409, 16163, 16917, 17671, 18418, 19159, 19850, 20604, 21358, 22105, 22846, 23537, 24284, 25025, 25716, 26470, 27224, 27978, 28725, 29466, 30157, 30911, 31665, 32412, 33153, 33887, 34615, 35294, 36035, 36769, 37497, 38176, 38917, 39658, 40399, 41140, 41881, 42622, 43363, 44104, 44838, 45566, 46245, 46986, 47727, 48468, 49209, 49950, 50691, 51432, 52123, 52877, 53631, 54385, 55139, 55893, 56647, 57401, 58148, 58889, 59623, 60351, 61030, 61771, 62512, 63253, 63987, 64715, 65394, 66135, 66876, 67617, 68358, 69099, 69840, 70581, 71322, 72063, 72804, 73545, 74279, 202144, 202970, 203796, 204622, 205448, 206274, 207100, 207926, 208752, 209578, 210404, 211230, 212056, 212882, 213708, 214534, 215360, 216186, 217012, 217838, 218664, 219490, 220316, 221142, 221968, 222794, 223620, 224446, 225272, 226098, 226924, 227750, 228576, 229402, 230228, 231054, 231880, 232706, 233532, 234358, 235184, 236010, 236836, 237662, 238488, 239314, 240140, 240966, 241792, 242618, 243444, 244270, 245096, 245922, 246748, 247574, 248400, 249226, 250052, 250878, 251704, 252530, 253356, 254182, 255008, 255834, 256660, 257486, 258312, 259138, 259964, 260790, 261616, 262442, 263268, 264094, 264920, 265746, 266572, 267398, 268224, 269050, 269876, 270702, 271528, 272354, 273180, 274006, 274832, 275658, 276484, 277310, 278136, 278962, 279788, 280614, 281440, 282266, 283092, 283918, 284744, 285570, 286396, 287222, 288048, 288874, 289700, 290526, 291352, 292178, 293004, 293830, 294656, 295482, 296308, 297134, 297960, 298786, 299612, 300438, 301264, 302090, 302916, 303742, 304568, 305394, 306220, 307046, 307872, 308698, 309524, 310350, 311176, 312002, 312828, 313654, 314480, 315306, 316132, 316958, 317784, 318610, 319436, 320262, 321088, 321914, 322740, 323566, 324392, 325218, 326044, 326870, 327696, 328522, 329348, 330174, 330907, 331292, 331722, 332145, 332523, 332908, 333338, 333761, 334237, 334916, 335657, 336398, 337132, 337860, 338539, 339273, 340001, 340680, 341414, 342142, 342821, 343512, 344266, 345020, 345774, 346528, 347275, 348016, 348707, 349461, 350215, 350962, 351703, 352394, 353141, 353882, 354573, 355327, 356081, 356835, 357582, 358323, 359014, 359768, 360522, 361269, 362010, 362744, 363472, 364151, 364892, 365626, 366354, 367033, 367774, 368515, 369256, 369997, 370738, 371479, 372220, 372961, 373695, 374423, 375102, 375843, 376584, 377325, 378066, 378807, 379548, 380289, 380980, 381734, 382488, 383242, 383996, 384750, 385504, 386258, 387005, 387746, 388480, 389208, 389887, 390628, 391369, 392110, 392844, 393572, 394251, 394992, 395733, 396474, 397215, 397956, 398697, 399438, 400179, 400920, 401661, 402402, 403136, 531001, 531827, 532653, 533479, 534305, 535131, 535957, 536783, 537609, 538435, 539261, 540087, 540913, 541739, 542565, 543391, 544217, 545043, 545869, 546695, 547521, 548347, 549173, 549999, 550825, 551651, 552477, 553303, 554129, 554955, 555781, 556607, 557433, 558259, 559085, 559911, 560737, 561563, 562389, 563215, 564041, 564867, 565693, 566519, 567345, 568171, 568997, 569823, 570649, 571475, 572301, 573127, 573953, 574779, 575605, 576431, 577257, 578083, 578909, 579735, 580561, 581387, 582213, 583039, 583865, 584691, 585517, 586343, 587169, 587995, 588821, 589647, 590473, 591299, 592125, 592951, 593777, 594603, 595429, 596255, 597081, 597907, 598733, 599559, 600385, 601211, 602037, 602863, 603689, 604515, 605341, 606167, 606993, 607819, 608645, 609471, 610297, 611123, 611949, 612775, 613601, 614427, 615253, 616079, 616905, 617731, 618557, 619383, 620209, 621035, 621861, 622687, 623513, 624339, 625165, 625991, 626817, 627643, 628469, 629295, 630121, 630947, 631773, 632599, 633425, 634251, 635077, 635903, 636729, 637555, 638381, 639207, 640033, 640859, 641685, 642511, 643337, 644163, 644989, 645815, 646641, 647467, 648293, 649119, 649945, 650771, 651597, 652423, 653249, 654075, 654901, 655727, 656553, 657379, 658205, 659031, 659738, 660123, 660553, 660976, 661354, 661739, 662169, 662592, 663068, 663747, 664488, 665229, 665963, 666691, 667370, 668104, 668832, 669511, 670245, 670973, 671652, 672343, 673097, 673851, 674605, 675359, 676106, 676847, 677538, 678292, 679046, 679793, 680534, 681225, 681972, 682713, 683404, 684158, 684912, 685666, 686413, 687154, 687845, 688599, 689353, 690100, 690841, 691575, 692303, 692982, 693723, 694457, 695185, 695864, 696605, 697346, 698087, 698828, 699569, 700310, 701051, 701792, 702526, 703254, 703933, 704674, 705415, 706156, 706897, 707638, 708379, 709120, 709811, 710565, 711319, 712073, 712827, 713581, 714335, 715089, 715836, 716577, 717311, 718039, 718718, 719459, 720200, 720941, 721675, 722403, 723082, 723823, 724564, 725305, 726046, 726787, 727528, 728269, 729010, 729751, 730492, 731233, 731967, 859832, 860658, 861484, 862310, 863136, 863962, 864788, 865614, 866440, 867266, 868092, 868918, 869744, 870570, 871396, 872222, 873048, 873874, 874700, 875526, 876352, 877178, 878004, 878830, 879656, 880482, 881308, 882134, 882960, 883786, 884612, 885438, 886264, 887090, 887916, 888742, 889568, 890394, 891220, 892046, 892872, 893698, 894524, 895350, 896176, 897002, 897828, 898654, 899480, 900306, 901132, 901958, 902784, 903610, 904436, 905262, 906088, 906914, 907740, 908566, 909392, 910218, 911044, 911870, 912696, 913522, 914348, 915174, 916000, 916826, 917652, 918478, 919304, 920130, 920956, 921782, 922608, 923434, 924260, 925086, 925912, 926738, 927564, 928390, 929216, 930042, 930868, 931694, 932520, 933346, 934172, 934998, 935824, 936650, 937476, 938302, 939128, 939954, 940780, 941606, 942432, 943258, 944084, 944910, 945736, 946562, 947388, 948214, 949040, 949866, 950692, 951518, 952344, 953170, 953996, 954822, 955648, 956474, 957300, 958126, 958952, 959778, 960604, 961430, 962256, 963082, 963908, 964734, 965560, 966386, 967212, 968038, 968864, 969690, 970516, 971342, 972168, 972994, 973820, 974646, 975472, 976298, 977124, 977950, 978776, 979602, 980428, 981254, 982080, 982906, 983732, 984558, 985384, 986210, 987036, 987862, 988569, 988954, 989384, 989807, 990185, 990570, 991000, 991423, 991899, 992578, 993319, 994060, 994794, 995522, 996201, 996935, 997663, 998342, 999076, 999804, 1000483, 1001174, 1001928, 1002682, 1003436, 1004190, 1004937, 1005678, 1006369, 1007123, 1007877, 1008624, 1009365, 1010056, 1010803, 1011544, 1012235, 1012989, 1013743, 1014497, 1015244, 1015985, 1016676, 1017430, 1018184, 1018931, 1019672, 1020406, 1021134, 1021813, 1022554, 1023288, 1024016, 1024695, 1025436, 1026177, 1026918, 1027659, 1028400, 1029141, 1029882, 1030623, 1031357, 1032085, 1032764, 1033505, 1034246, 1034987, 1035728, 1036469, 1037210, 1037951, 1038642, 1039396, 1040150, 1040904, 1041658, 1042412, 1043166, 1043920, 1044667, 1045408, 1046142, 1046870, 1047549, 1048290, 1049031, 1049772, 1050506, 1051234, 1051913, 1052654, 1053395, 1054136, 1054877, 1055618, 1056359, 1057100, 1057841, 1058582, 1059323, 1060064, 1060798, 1188663, 1189489, 1190315, 1191141, 1191967, 1192793, 1193619, 1194445, 1195271, 1196097, 1196923, 1197749, 1198575, 1199401, 1200227, 1201053, 1201879, 1202705, 1203531, 1204357, 1205183, 1206009, 1206835, 1207661, 1208487, 1209313, 1210139, 1210965, 1211791, 1212617, 1213443, 1214269, 1215095, 1215921, 1216747, 1217573, 1218399, 1219225, 1220051, 1220877, 1221703, 1222529, 1223355, 1224181, 1225007, 1225833, 1226659, 1227485, 1228311, 1229137, 1229963, 1230789, 1231615, 1232441, 1233267, 1234093, 1234919, 1235745, 1236571, 1237397, 1238223, 1239049, 1239875, 1240701, 1241527, 1242353, 1243179, 1244005, 1244831, 1245657, 1246483, 1247309, 1248135, 1248961, 1249787, 1250613, 1251439, 1252265, 1253091, 1253917, 1254743, 1255569, 1256395, 1257221, 1258047, 1258873, 1259699, 1260525, 1261351, 1262177, 1263003, 1263829, 1264655, 1265481, 1266307, 1267133, 1267959, 1268785, 1269611, 1270437, 1271263, 1272089, 1272915, 1273741, 1274567, 1275393, 1276219, 1277045, 1277871, 1278697, 1279523, 1280349, 1281175, 1282001, 1282827, 1283653, 1284479, 1285305, 1286131, 1286957, 1287783, 1288609, 1289435, 1290261, 1291087, 1291913, 1292739, 1293565, 1294391, 1295217, 1296043, 1296869, 1297695, 1298521, 1299347, 1300173, 1300999, 1301825, 1302651, 1303477, 1304303, 1305129, 1305955, 1306781, 1307607, 1308433, 1309259, 1310085, 1310911, 1311737, 1312563, 1313389, 1314215, 1315041, 1315867, 1316693, 1317400, 1317785, 1318215, 1318638, 1319016, 1319401, 1319831, 1320254, 1320730, 1321409, 1322150, 1322891, 1323625, 1324353, 1325032, 1325766, 1326494, 1327173, 1327907, 1328635, 1329314, 1330005, 1330759, 1331513, 1332267, 1333021, 1333768, 1334509, 1335200, 1335954, 1336708, 1337455, 1338196, 1338887, 1339634, 1340375, 1341066, 1341820, 1342574, 1343328, 1344075, 1344816, 1345507, 1346261, 1347015, 1347762, 1348503, 1349237, 1349965, 1350644, 1351385, 1352119, 1352847, 1353526, 1354267, 1355008, 1355749, 1356490, 1357231, 1357972, 1358713, 1359454, 1360188, 1360916, 1361595, 1362336, 1363077, 1363818, 1364559, 1365300, 1366041, 1366782, 1367473, 1368227, 1368981, 1369735, 1370489, 1371243, 1371997, 1372751, 1373498, 1374239, 1374973, 1375701, 1376380, 1377121, 1377862, 1378603, 1379337, 1380065, 1380744, 1381485, 1382226, 1382967, 1383708, 1384449, 1385190, 1385931, 1386672, 1387413, 1388154, 1388895, 1389629, 1517494, 1518320, 1519146, 1519972, 1520798, 1521624, 1522450, 1523276, 1524102, 1524928, 1525754, 1526580, 1527406, 1528232, 1529058, 1529884, 1530710, 1531536, 1532362, 1533188, 1534014, 1534840, 1535666, 1536492, 1537318, 1538144, 1538970, 1539796, 1540622, 1541448, 1542274, 1543100, 1543926, 1544752, 1545578, 1546404, 1547230, 1548056, 1548882, 1549708, 1550534, 1551360, 1552186, 1553012, 1553838, 1554664, 1555490, 1556316, 1557142, 1557968, 1558794, 1559620, 1560446, 1561272, 1562098, 1562924, 1563750, 1564576, 1565402, 1566228, 1567054, 1567880, 1568706, 1569532, 1570358, 1571184, 1572010, 1572836, 1573662, 1574488, 1575314, 1576140, 1576966, 1577792, 1578618, 1579444, 1580270, 1581096, 1581922, 1582748, 1583574, 1584400, 1585226, 1586052, 1586878, 1587704, 1588530, 1589356, 1590182, 1591008, 1591834, 1592660, 1593486, 1594312, 1595138, 1595964, 1596790, 1597616, 1598442, 1599268, 1600094, 1600920, 1601746, 1602572, 1603398, 1604224, 1605050, 1605876, 1606702, 1607528, 1608354, 1609180, 1610006, 1610832, 1611658, 1612484, 1613310, 1614136, 1614962, 1615788, 1616614, 1617440, 1618266, 1619092, 1619918, 1620744, 1621570, 1622396, 1623222, 1624048, 1624874, 1625700, 1626526, 1627352, 1628178, 1629004, 1629830, 1630656, 1631482, 1632308, 1633134, 1633960, 1634786, 1635612, 1636438, 1637264, 1638090, 1638916, 1639742, 1640568, 1641394, 1642220, 1643046, 1643872, 1644698, 1645524, 1646231, 1646616, 1647046, 1647469, 1647847, 1648232, 1648662, 1649085]"
"('AntPathMatcher.java', 'org.springframework.util.AntPathMatcher$AntPathStringMatcher', 'matchStrings', '.*\\QResourceDAOImpl.class\\E', 'RoleDAO.class')","[228989, 617318, 916413, 1284892, 1574075]"
"('AntPathMatcher.java', 'org.springframework.util.AntPathMatcher$AntPathStringMatcher', 'matchStrings', '.*\\Q.class\\E', 'EvaluationContextExtensionInformation$RootObjectInformation$2.class')","[119543, 448400, 777231, 1106062, 1434893]"
"('AntPathMatcher.java', 'org.springframework.util.AntPathMatcher$AntPathStringMatcher', 'matchStrings', '.*\\Q.class\\E', 'ChannelTopic.class')","[178133, 506990, 835821, 1164652, 1493483]"
"('AntPathMatcher.java', 'org.springframework.util.AntPathMatcher$AntPathStringMatcher', 'matchStrings', '.*\\QResourceDAOImpl.class\\E', 'UserDAO.class')","[222381, 610710, 909805, 1278284, 1567467]"
"('AntPathMatcher.java', 'org.springframework.util.AntPathMatcher$AntPathStringMatcher', 'matchStrings', '.*\\Q.class\\E', 'DefaultHashOperations$13.class')","[197735, 526592, 855423, 1184254, 1513085]"
"('AntPathMatcher.java', 'org.springframework.util.AntPathMatcher$AntPathStringMatcher', 'matchStrings', '.*\\Q.class\\E', 'DefaultRedisZSet$1.class')","[171653, 500510, 829341, 1158172, 1487003]"
"('AntPathMatcher.java', 'org.springframework.util.AntPathMatcher$AntPathStringMatcher', 'matchStrings', '.*\\Q.class\\E', 'TransactionalRepositoryProxyPostProcessor$CustomAnnotationTransactionAttributeSource.class')","[134339, 463196, 792027, 1120858, 1449689]"
"('AntPathMatcher.java', 'org.springframework.util.AntPathMatcher$AntPathStringMatcher', 'matchStrings', '.*\\Q.class\\E', 'CrudRepositoryInvoker.class')","[129479, 458336, 787167, 1115998, 1444829]"
"('AntPathMatcher.java', 'org.springframework.util.AntPathMatcher$AntPathStringMatcher', 'matchStrings', '.*\\Q.class\\E', 'spring-repository-1.5.xsd')","[126725, 455582, 784413, 1113244, 1442075]"
"('AntPathMatcher.java', 'org.springframework.util.AntPathMatcher$AntPathStringMatcher', 'matchStrings', '.*\\Q.class\\E', 'SrpConverters.class')","[155399, 484256, 813087, 1141918, 1470749]"
"('AntPathMatcher.java', 'org.springframework.util.AntPathMatcher$AntPathStringMatcher', 'matchStrings', '.*\\Q.class\\E', 'ListOperationsEditor.class')","[185531, 514388, 843219, 1172050, 1500881]"
